train/epoch,train/Log Prob,train/KL,train/loss,debug/MSE improvement over random Mean,debug/MSE improvement over random Std,debug/MSE improvement over random Max,debug/MSE improvement over random Min,debug/MSE of random decoding Mean,debug/MSE of random decoding Std,debug/MSE of random decoding Max,debug/MSE of random decoding Min,debug/MSE of reconstruction,test/Log Prob,test/KL,test/loss,beta
23,-2488.7775439453126,86.04859703063966,2495.50009765625,0.08811435,0.026614605,0.14664109,0.031553112,0.09821714,0.19530945,1.0,0.0,0.010102782,-2504.6351806640623,81.00762481689453,2510.963916015625,0.078125
24,-2485.42451171875,85.80239181518554,2492.12783203125,0.103427045,0.036550775,0.16677298,0.038254812,0.108464725,0.21011066,1.0,0.0,0.0050376705,-2504.891064453125,80.95287780761718,2511.215478515625,0.078125
25,-2485.7745751953125,84.80898262023926,2492.4002734375,0.09187466,0.028458185,0.15708324,0.037571747,0.09604278,0.19765483,0.99999976,0.0,0.0041681197,-2501.1115966796874,79.04375534057617,2507.2869140625,0.078125
26,-2484.950400390625,83.980931930542,2491.5114111328126,0.09033091,0.031613544,0.15519233,0.027460605,0.09476601,0.1932367,1.0,0.0,0.0044350913,-2502.011328125,79.18144378662109,2508.1973876953125,0.078125
27,-2482.6684716796876,83.2563779449463,2489.1728784179686,0.09948386,0.023471473,0.14379917,0.04231007,0.10303439,0.20062594,1.0,0.0,0.0035505325,-2499.2795166015626,79.12332077026367,2505.4610107421877,0.078125
28,-2482.074326171875,82.19521514892578,2488.495827636719,0.104982615,0.033958714,0.18284051,0.0183029,0.11168002,0.21899943,1.0,0.0,0.0066974093,-2497.7480224609376,79.26821517944336,2503.9408447265623,0.078125
29,-2480.637958984375,81.4962425994873,2487.004853515625,0.10300897,0.031157287,0.18551391,0.040608726,0.107313804,0.21331005,1.0,0.0,0.0043048235,-2503.0702880859376,76.58005981445312,2509.0531005859375,0.078125
30,-2479.510856933594,80.47442214965821,2485.797927246094,0.12230503,0.026216162,0.17288099,0.051435046,0.1270483,0.23738408,1.0,0.0,0.0047432603,-2497.34658203125,76.67118377685547,2503.3364990234377,0.078125
31,-2478.7082958984374,80.07261360168457,2484.963957519531,0.096929714,0.01976764,0.15720865,0.054015785,0.1015986,0.20007254,1.0,0.0,0.0046688993,-2496.0822998046874,76.31871032714844,2502.044677734375,0.078125
32,-2478.575048828125,79.12057174682617,2484.756337890625,0.08771007,0.029178893,0.1477689,0.016998012,0.09228234,0.19705029,1.0,0.0,0.004572282,-2496.0142822265625,76.71229476928711,2502.0074462890625,0.078125
33,-2476.667080078125,78.70086540222168,2482.815578613281,0.11854456,0.025146807,0.16335714,0.040569264,0.124029346,0.2371402,1.0,0.0,0.005484803,-2493.7212158203124,75.98740921020507,2499.65771484375,0.078125
34,-2476.593359375,78.07145866394043,2482.692685546875,0.0932554,0.029042272,0.18640001,0.040238626,0.09730548,0.20500882,1.0,0.0,0.004050066,-2495.160595703125,75.32898178100587,2501.0456787109374,0.078125
35,-2476.063137207031,77.68166793823242,2482.132021484375,0.109411,0.026964722,0.16344766,0.043581042,0.115785085,0.21774027,1.0,0.0,0.006374079,-2493.012646484375,74.81897354125977,2498.8578857421876,0.078125
36,-2475.128046875,76.9014845275879,2481.1359790039064,0.10243441,0.022400126,0.16696453,0.056776337,0.10746854,0.22192004,1.0,0.0,0.00503413,-2494.5349609375,73.87527160644531,2500.3064697265627,0.078125
37,-2474.7458374023436,76.51047004699707,2480.7232177734377,0.11402337,0.024598384,0.1624162,0.055599853,0.118089765,0.22862728,1.0,0.0,0.0040663946,-2492.6392822265625,74.25643920898438,2498.4405517578125,0.078125
38,-2473.2375024414064,75.99684707641602,2479.174755859375,0.11300281,0.031443212,0.18054006,0.029795049,0.11891708,0.2332172,1.0,0.0,0.005914258,-2492.1712158203127,74.21619338989258,2497.9693359375,0.078125
39,-2474.1999755859374,75.32045463562012,2480.084384765625,0.111719556,0.029991185,0.17824279,0.044423517,0.115056135,0.23301265,1.0,0.0,0.0033365875,-2491.694677734375,72.65683212280274,2497.37099609375,0.078125
40,-2472.90880859375,74.62144493103027,2478.738601074219,0.11605182,0.024315415,0.16361389,0.06789987,0.12213146,0.23378181,1.0,0.0,0.0060796463,-2490.2945556640625,72.44277114868164,2495.9541748046877,0.078125
41,-2471.659841308594,74.51418571472168,2477.4812548828127,0.0833833,0.030715784,0.15036783,0.020032443,0.095817104,0.2118977,1.0,0.0,0.012433805,-2491.8486572265624,71.99562606811523,2497.4733154296873,0.078125
42,-2470.7006982421876,74.23256271362305,2476.500107421875,0.097722985,0.029283017,0.16445652,0.04293859,0.10217805,0.21484621,1.0,0.0,0.0044550598,-2490.0075439453126,72.01321868896484,2495.6335693359374,0.078125
43,-2469.7880053710937,73.85299209594727,2475.5577685546873,0.10205737,0.02723281,0.15486142,0.0391467,0.1059217,0.21532527,1.0,0.0,0.0038643403,-2488.275341796875,71.8616958618164,2493.889501953125,0.078125
44,-2469.817307128906,73.32715507507324,2475.545988769531,0.11174942,0.023326863,0.15697955,0.045713656,0.115850024,0.22867344,1.0,0.0,0.0041005868,-2486.5278564453124,71.96255722045899,2492.1499267578124,0.078125
45,-2468.792145996094,73.39815940856934,2474.526369628906,0.09416821,0.034705926,0.17883787,0.03677292,0.09834348,0.21386757,1.0,0.0,0.004175282,-2488.302978515625,71.50083618164062,2493.888916015625,0.078125
46,-2468.1300952148435,72.94526916503906,2473.828935546875,0.09592376,0.028805036,0.16051602,0.031092566,0.100640714,0.22185317,1.0,0.0,0.0047169505,-2491.355810546875,71.06028442382812,2496.9073974609373,0.078125
47,-2468.485817871094,72.01270225524902,2474.1118041992186,0.09541051,0.032490253,0.17481208,0.03682362,0.0992782,0.21344899,1.0,0.0,0.0038676944,-2489.0457763671875,70.20632476806641,2494.5306640625,0.078125
48,-2467.2059497070313,71.99652618408203,2472.8306787109377,0.10847972,0.027214311,0.16946065,0.045316216,0.11185537,0.22411226,1.0,0.0,0.0033756495,-2488.654541015625,69.78935852050782,2494.1068603515623,0.078125
49,-2466.991154785156,71.75912712097168,2472.597336425781,0.09361183,0.03411198,0.19134986,0.04706594,0.09688649,0.21326117,1.0,0.0,0.0032746822,-2489.7550048828125,69.866748046875,2495.213330078125,0.078125
50,-2466.979455566406,71.48450370788574,2472.5641821289064,0.090896316,0.027708123,0.15434575,0.02837519,0.09577941,0.215369,1.0,0.0,0.0048831063,-2489.3668212890625,70.39058074951171,2494.8660888671875,0.078125
