train/epoch,train/loss,train/log_prob,train/kl,train/physics_temporal,train/physics_momentum,train/physics_contact,train/physics_total_physics,debug/MSE improvement over random Mean,debug/MSE improvement over random Std,debug/MSE improvement over random Max,debug/MSE improvement over random Min,debug/MSE of random decoding Mean,debug/MSE of random decoding Std,debug/MSE of random decoding Max,debug/MSE of random decoding Min,debug/MSE of reconstruction,test/Log Prob,test/KL,test/loss,beta
88,26721.66322265625,-13358.6258203125,28.195212326049806,0.020405853521078824,0.039809538405388596,0.0003907617088407278,0.060606153830885884,0.012506837,0.0031217127,0.019248867,0.00530279,0.018073246,0.078284174,1.0,0.0,0.005566411,-13444.90439453125,41.71127891540527,13448.1630859375,0.078125
89,26729.36396484375,-13362.4975390625,27.922743377685546,0.020337596889585256,0.03976903600618243,8.134159259498119e-05,0.0601879744976759,0.031725977,0.003166364,0.038293235,0.022888616,0.037073895,0.131942,1.0,0.0,0.0053479294,-13435.9763671875,42.72935791015625,13439.3146484375,0.078125
90,26725.3266015625,-13360.481748046876,27.884723567962645,0.020290725510567428,0.039587066285312174,0.00031032046768814326,0.060188112184405326,0.020397652,0.003982497,0.028047694,0.009577217,0.024446152,0.09270611,1.0,0.0,0.0040485016,-13420.46953125,45.02449417114258,13423.9869140625,0.078125
91,26726.37646484375,-13360.95095703125,28.59758575439453,0.020926926247775555,0.04055921606719494,0.00031405906192958353,0.06180020175874233,0.032682452,0.0042008227,0.039263777,0.019311748,0.03642471,0.12847659,1.0,0.0,0.003742258,-13428.512109375,42.137159729003905,13431.80390625,0.078125
92,26716.829921875,-13356.234130859375,27.876229419708253,0.020023738648742438,0.03904064159840345,0.00016132384538650513,0.05922570414841175,0.007204413,0.0027634506,0.019076552,0.0018812437,0.010780569,0.042903762,0.9986354,0.0,0.0035761544,-13462.7181640625,40.622121810913086,13465.891796875,0.078125
93,26721.63400390625,-13358.647353515626,27.73399908065796,0.02016261628828943,0.03927996022626758,0.00023915136232972146,0.05968172769993543,0.010595604,0.0028504357,0.020931657,0.0050732577,0.013315322,0.07684171,1.0,0.0,0.002719719,-13457.6576171875,41.03243446350098,13460.8634765625,0.078125
94,26721.30791015625,-13358.484912109376,27.725721817016602,0.020345412315800785,0.03944264322519302,0.00015111089684069156,0.05993916641920805,0.032266915,0.0056812153,0.045532357,0.018947393,0.036819834,0.12512799,1.0,0.0,0.0045529185,-13446.97216796875,41.00332832336426,13450.1755859375,0.078125
95,26715.8723046875,-13355.7878515625,27.460128517150878,0.020228625312447547,0.039572968371212484,0.0003704035561531782,0.06017199724912643,0.0131134335,0.0045735766,0.022499945,0.004921489,0.016510455,0.08597955,1.0,0.0,0.0033970228,-13441.91162109375,41.93627166748047,13445.18798828125,0.078125
96,26716.8758984375,-13356.280546875,27.576236019134523,0.01982508337125182,0.038683200664818285,0.00029721764847636225,0.058805501498281953,0.018519636,0.0035237048,0.025489764,0.008353283,0.021116752,0.08460369,1.0,0.0,0.002597114,-13494.7294921875,38.65468482971191,13497.7494140625,0.078125
97,26719.4273828125,-13357.55259765625,27.623268451690674,0.020178865334019067,0.03932427801191807,7.395786233246326e-05,0.05957710113376379,0.023947448,0.0031447995,0.030088818,0.0152421575,0.028200911,0.10555498,1.0,0.0,0.0042534675,-13471.72236328125,40.1852222442627,13474.86181640625,0.078125
98,26722.368984375,-13359.02611328125,27.588521614074708,0.020470365257933734,0.03972663236781955,0.0003829404432326555,0.06057993795722723,0.019057708,0.005987014,0.029947726,0.0063636755,0.022264102,0.09837548,1.0,0.0,0.0032063932,-13461.04970703125,39.92724838256836,13464.16875,0.078125
99,26722.22564453125,-13358.954677734375,27.585480575561522,0.020158899687230586,0.03926023136824369,0.00014945103321224452,0.05956858213990927,0.029051038,0.0035749208,0.03441527,0.019393984,0.03214923,0.12257136,1.0,0.0,0.0030981973,-13454.75859375,41.16383399963379,13457.97451171875,0.078125
100,26721.6201171875,-13358.671630859375,27.333812370300294,0.02015339182689786,0.03926892288029194,0.00014566489960998296,0.0595679796859622,0.031440563,0.0035191048,0.03814533,0.019165535,0.03331607,0.12538806,1.0,0.0,0.0018755001,-13460.21337890625,38.958544921875,13463.25693359375,0.078125
101,26715.697578125,-13355.7028125,27.43107110977173,0.01981095246039331,0.03844135412946344,0.0004394984105601907,0.05869180478155613,0.008203212,0.003002978,0.014939284,0.0012218542,0.012419947,0.061192628,1.0,0.0,0.0042167357,-13449.96640625,39.8863109588623,13453.082421875,0.078125
102,26707.00263671875,-13351.33505859375,27.689201602935793,0.020629979250952602,0.03984228618443012,0.00021850967314094306,0.06069077517837286,0.012543412,0.00430083,0.020236945,0.0026707412,0.014891374,0.06359041,0.99999917,0.0,0.002347961,-13437.35478515625,39.784715270996095,13440.46298828125,0.078125
103,26709.26130859375,-13352.44853515625,27.89303133010864,0.020170453004539013,0.03920344911515713,0.0005984572786837816,0.0599723594635725,0.02114828,0.005182052,0.033409696,0.011276232,0.026398042,0.11264039,1.0,0.0,0.0052497718,-13434.897265625,41.06962928771973,13438.1056640625,0.078125
104,26702.7247265625,-13349.1594921875,28.15817768096924,0.020502899922430515,0.04014279708266258,0.00014232763554900885,0.06078802470117808,0.016261343,0.0033169172,0.023703724,0.00882832,0.01950658,0.09808339,1.0,0.0,0.0032452347,-13440.103515625,38.68225517272949,13443.12578125,0.078125
105,26695.71734375,-13345.694638671876,27.662238750457764,0.019610033771023154,0.03852176634594798,0.0002916242461651564,0.058423424139618874,0.013423581,0.003574417,0.020016754,0.0044878763,0.015497571,0.06409413,0.9999821,0.0,0.0020739897,-13450.71396484375,38.54636497497559,13453.7251953125,0.078125
106,26681.36845703125,-13338.51779296875,27.692433795928956,0.019804077250882984,0.038608546759933235,0.0004499281058087945,0.05886255208402872,0.015427038,0.003844949,0.023405738,0.004961342,0.018210085,0.072411686,0.9999895,0.0,0.0027830387,-13470.73212890625,39.8172306060791,13473.8427734375,0.078125
107,26677.75380859375,-13336.698251953125,27.84862497329712,0.01987290780991316,0.03891122907400131,0.0002983921114355326,0.05908252917230129,0.014732967,0.0038211427,0.020650713,0.0043033515,0.017218333,0.06739861,0.99995863,0.0,0.0024853665,-13454.43095703125,38.90252456665039,13457.4703125,0.078125
108,26678.3290625,-13336.986669921875,27.8384326171875,0.019691270617768167,0.03856718210503459,0.00037879528477787974,0.05863724797964096,0.037555754,0.0038413536,0.044389453,0.02459073,0.041069187,0.13845481,1.0,0.0,0.0035134421,-13447.855078125,38.260999298095705,13450.84423828125,0.078125
109,26670.6171875,-13333.12748046875,27.88028814315796,0.019733351822942495,0.03841447964310646,0.00022907513193786143,0.058376906774938106,0.011825107,0.0038678206,0.020389631,0.0042419825,0.014252926,0.06358819,0.99997044,0.0,0.0024278199,-13440.978515625,37.81650810241699,13443.9328125,0.078125
110,26676.5098828125,-13336.052685546874,28.150338573455812,0.019978269841521977,0.03897971957921982,7.213864009827375e-05,0.05903012823313475,0.031708017,0.0042042895,0.039616678,0.022092862,0.03314096,0.12686567,1.0,0.0,0.0014329355,-13460.27041015625,38.696965026855466,13463.29345703125,0.078125
111,26661.46498046875,-13328.534404296875,28.097440433502197,0.019831137415021658,0.03870381711050868,0.0,0.05853495426476002,0.0337281,0.00607026,0.04598325,0.015646162,0.03674079,0.13324584,1.0,0.0,0.0030126858,-13486.12919921875,39.89163322448731,13489.24580078125,0.078125
112,26673.72322265625,-13334.65103515625,28.257238235473633,0.019716281024739147,0.03854157431051135,0.0003175500081852078,0.058575405217707155,0.007075449,0.0022256223,0.012627291,0.0029632915,0.010160678,0.04205612,0.9986641,0.0,0.003085231,-13444.61640625,39.91412620544433,13447.7345703125,0.078125
113,26671.9041796875,-13333.74515625,28.21087028503418,0.019847957007586955,0.0383925786986947,0.000300531517714262,0.05854106709361076,0.015479686,0.002528678,0.02102462,0.008168312,0.018240828,0.08854185,1.0,0.0,0.002761143,-13468.50546875,39.10280876159668,13471.56025390625,0.078125
114,26658.519765625,-13327.0388671875,28.39065267562866,0.01974648774601519,0.03837259411811829,0.00014289620332419873,0.05826197806745768,0.019302852,0.004895887,0.028515344,0.0055580363,0.023045423,0.10031153,1.0,0.0,0.0037425663,-13462.98212890625,40.93840141296387,13466.18037109375,0.078125
115,26663.6126953125,-13329.575693359375,28.514038467407225,0.019780195727944375,0.03850947812199593,0.00021658156532794237,0.05850625544786453,0.017690383,0.0030502102,0.022909485,0.009185046,0.020528907,0.080111146,1.0,0.0,0.0028385264,-13487.23095703125,38.29427528381348,13490.22255859375,0.078125
116,26659.323125,-13327.4311328125,28.512690544128418,0.019405016973614693,0.03784672290086746,0.00021069029346108438,0.05746243014931679,0.020495938,0.0039188834,0.027646465,0.007804761,0.023094518,0.09042851,1.0,0.0,0.0025985776,-13435.33671875,39.32845191955566,13438.40927734375,0.078125
117,26658.44591796875,-13326.9991015625,28.428571968078614,0.019310095505788924,0.037761212512850764,0.00044139388017356396,0.05751270186156034,0.015188066,0.0042380923,0.024894802,0.0045683174,0.016499506,0.07206873,1.0,0.0,0.0013114413,-13471.18857421875,39.961382675170896,13474.310546875,0.078125
118,26648.75009765625,-13322.14021484375,28.568627605438234,0.01928935225121677,0.03793485552072525,0.00021580745466053485,0.05744001500308513,0.0223503,0.0053142007,0.032565832,0.008627292,0.025951402,0.11263154,1.0,0.0,0.0036010966,-13456.7779296875,39.36692123413086,13459.8533203125,0.078125
119,26653.9196875,-13324.7148046875,28.699217586517335,0.019641440883278845,0.03810874747112394,0.0002917966293171048,0.05804198522120714,0.041270785,0.003386149,0.048905365,0.029910153,0.04455586,0.14430283,1.0,0.0,0.0032850786,-13460.98974609375,40.621086502075194,13464.16318359375,0.078125
120,26650.5514453125,-13322.9928125,29.183662967681883,0.019528703298419714,0.03807785902172327,7.636548019945621e-05,0.057682927660644055,0.030297518,0.004115141,0.037951536,0.020204745,0.032596823,0.12289599,1.0,0.0,0.0022993095,-13470.71640625,40.451012420654294,13473.87666015625,0.078125
121,26648.16,-13321.79103515625,29.260936698913575,0.01940709438174963,0.03795237248763442,0.00021502102259546519,0.0575744877755642,0.009646062,0.0027859588,0.017835,0.0028756221,0.012561015,0.07128025,1.0,0.0,0.0029149533,-13457.2451171875,40.74336166381836,13460.42822265625,0.078125
122,26636.92595703125,-13316.18255859375,29.151716442108153,0.019361596535891295,0.03777565415948629,0.0002237141178920865,0.057360964864492416,0.029442286,0.0046717576,0.038572498,0.01930491,0.03375884,0.1249145,1.0,0.0,0.004316563,-13451.42294921875,36.76508979797363,13454.2951171875,0.078125
123,26634.83974609375,-13315.119912109374,29.402742309570314,0.019445622032508256,0.03800912342965603,0.0001406896859407425,0.05759543534368276,0.025282256,0.005811729,0.03547335,0.008841315,0.029515496,0.116165794,1.0,0.0,0.0042332406,-13481.5576171875,39.93784103393555,13484.67783203125,0.078125
124,26637.3300390625,-13316.3649609375,29.403633060455324,0.019373034751042725,0.03791017616167665,0.00036616317462176087,0.057649374082684515,0.024123706,0.0046459264,0.03361768,0.01159715,0.029402483,0.11536025,1.0,0.0,0.005278782,-13493.32978515625,38.39172210693359,13496.32919921875,0.078125
125,26634.71712890625,-13315.03603515625,29.691322612762452,0.01944740064442158,0.03776282085105777,0.00013903320766985415,0.05734925460070372,0.014531073,0.003472739,0.020025965,0.0058218786,0.015713522,0.064581566,0.99998164,0.0,0.0011824565,-13476.39345703125,39.642038345336914,13479.49052734375,0.078125
126,26628.80046875,-13312.075751953125,29.715493698120117,0.019514955589547755,0.037854550629854204,0.0004634198406711221,0.05783292591571808,0.041447245,0.0025362435,0.04670339,0.03542856,0.042822827,0.14094362,1.0,0.0,0.0013755811,-13465.51806640625,37.390837860107425,13468.4392578125,0.078125
127,26643.79091796875,-13319.574736328124,29.66864938735962,0.019439079854637383,0.037854375597089526,6.967244204133749e-05,0.05736312795430422,0.011435883,0.004588509,0.021045983,0.0025270344,0.017488018,0.08270096,1.0,0.0,0.006052133,-13471.5736328125,41.17715301513672,13474.79052734375,0.078125
128,26628.226875,-13311.790205078125,29.699890213012694,0.019378608791157603,0.037522104047238825,0.00044604540802538394,0.05734675832092762,0.013638188,0.0034041337,0.019962966,0.004144596,0.01744333,0.06861092,0.99999917,0.0,0.0038051428,-13472.12138671875,38.92826118469238,13475.1625,0.078125
129,26622.071796875,-13308.6825,30.08540559768677,0.019813239304348827,0.03808547457680106,0.00021547361742705107,0.058114187009632584,0.038678635,0.0036439665,0.04656031,0.029058257,0.042692184,0.1389313,1.0,0.0,0.004013544,-13473.5427734375,39.55685195922852,13476.63310546875,0.078125
130,26619.82365234375,-13307.5597265625,30.0691681098938,0.01964627348817885,0.03823038967326284,0.0002893733698874712,0.05816603634506464,0.018041529,0.00312073,0.023740612,0.008853957,0.02196754,0.08331548,1.0,0.0,0.0039260173,-13473.31201171875,38.30738830566406,13476.30478515625,0.078125
131,26612.20078125,-13303.773154296876,29.75116937637329,0.01966941117309034,0.03823007330298424,0.0002962807100266218,0.05819576501846314,0.029473683,0.0045689815,0.036873482,0.018826284,0.032142997,0.124977216,1.0,0.0,0.002669318,-13499.17490234375,38.4960693359375,13502.18232421875,0.078125
132,26625.623125,-13310.4398046875,30.321960220336916,0.019642640529200436,0.03801355630159378,7.553352508693934e-05,0.0577317301183939,0.023139957,0.0045123743,0.03131227,0.01005284,0.028391577,0.116238624,1.0,0.0,0.005251619,-13479.72138671875,39.654654312133786,13482.81953125,0.078125
133,26618.76009765625,-13307.008564453125,30.317687034606934,0.01920168305747211,0.03725720014423132,0.00023302622605115176,0.0566919094696641,0.010880459,0.003624629,0.017491726,0.0026646617,0.014212967,0.057829835,1.0,0.0,0.0033325104,-13523.077734375,38.69315643310547,13526.10068359375,0.078125
134,26610.326015625,-13302.789541015625,30.342778148651124,0.019430363038554787,0.03756495956331492,7.941250689327717e-05,0.05707473520189524,0.009427497,0.0025362123,0.015722942,0.00435003,0.011994067,0.064726435,1.0,0.0,0.0025665646,-13502.11015625,38.96743545532227,13505.15458984375,0.078125
135,26611.5784765625,-13303.42896484375,30.17498176574707,0.01886823437176645,0.03691677449271083,0.0,0.055785008631646635,0.035976082,0.003493974,0.041150168,0.025160445,0.037233826,0.13216524,1.0,0.0,0.001257741,-13474.52353515625,39.23072395324707,13477.58837890625,0.078125
136,26607.27404296875,-13301.2771875,30.16857276916504,0.019233108172193168,0.03762452920898795,7.653418462723494e-05,0.056934171579778196,0.012721642,0.0050210794,0.023793487,0.0025998484,0.018133232,0.08808643,1.0,0.0,0.005411582,-13519.50615234375,39.03962326049805,13522.55615234375,0.078125
137,26613.30271484375,-13304.252666015625,30.665257034301757,0.019493577359244226,0.0375989968329668,0.00022291327361017465,0.057315487563610074,0.039023027,0.0019653335,0.04313119,0.033973258,0.040120088,0.13793924,1.0,0.0,0.0010970582,-13497.93095703125,40.42368278503418,13501.08916015625,0.078125
138,26600.7758203125,-13298.00482421875,30.466607723236084,0.019784440137445927,0.03838915994390845,0.0002235565660521388,0.05839715674519539,0.011677394,0.004038271,0.02035385,0.0017754808,0.01682372,0.0679794,0.99999213,0.0,0.0051463293,-13497.2439453125,40.238702392578126,13500.38759765625,0.078125
139,26603.33482421875,-13299.29556640625,30.322756786346435,0.019431776478886605,0.037419723197817806,0.00022724291775375605,0.057078742384910584,0.009905603,0.002507844,0.015028686,0.004751047,0.011412408,0.044819083,0.99929774,0.0,0.001506806,-13509.49609375,39.89113426208496,13512.6126953125,0.078125
140,26603.108359375,-13299.14263671875,30.830457401275634,0.01944315595552325,0.03763230301439762,0.00031035833992064,0.057385817319154736,0.0113681145,0.004844004,0.021541009,0.0019222745,0.017661164,0.08439159,1.0,0.0,0.0062930533,-13478.42890625,39.660983657836915,13481.52724609375,0.078125
141,26608.15263671875,-13301.69306640625,30.46845422744751,0.019520631209015846,0.03763331221416592,0.00015683766920119525,0.05731078092008829,0.038132332,0.0024995233,0.04481796,0.03125036,0.03902615,0.13561064,1.0,0.0,0.000893832,-13476.5404296875,39.97270278930664,13479.66318359375,0.078125
142,26604.88646484375,-13300.0494921875,30.60337116241455,0.019424829706549643,0.037497332133352754,0.0005177855165675282,0.057439947612583635,0.0111560505,0.0030454802,0.020369912,0.0038631626,0.012174325,0.057271037,0.9999987,0.0,0.0010182785,-13488.36123046875,39.11378173828125,13491.41689453125,0.078125
143,26600.390703125,-13297.8262890625,30.287648372650146,0.019340729247778653,0.03731845615431666,0.0002216848824173212,0.056880870163440705,0.01268556,0.004192811,0.02076363,0.002529495,0.014498403,0.06401866,0.99990654,0.0,0.0018128417,-13493.43271484375,39.51104469299317,13496.51943359375,0.078125
144,26597.96638671875,-13296.604716796875,30.408174228668212,0.018865825179964303,0.036750089582055806,7.715919520705938e-05,0.05569307401776314,0.038944446,0.003094732,0.045348898,0.029525153,0.039896917,0.13813314,1.0,0.0,0.00095246226,-13541.51904296875,38.22870292663574,13544.50556640625,0.078125
145,26578.04341796875,-13286.65107421875,30.307137813568115,0.01936800534836948,0.03746220694854856,0.0001566420728340745,0.05698685444891453,0.040718637,0.00381858,0.04616113,0.03061405,0.044537388,0.14439018,1.0,0.0,0.0038187518,-13514.100390625,40.15997085571289,13517.23779296875,0.078125
146,26596.91685546875,-13296.0869921875,30.318349685668945,0.019342667311429976,0.037327312938869,0.0,0.05666998032480478,0.030582111,0.0027950387,0.03780581,0.021245686,0.033371277,0.12126397,1.0,0.0,0.002789175,-13515.39951171875,39.739973068237305,13518.50419921875,0.078125
147,26598.16103515625,-13296.697470703126,30.466656150817872,0.019389410382136704,0.037604449186474084,0.0001538450876250863,0.05714770469814539,0.009455278,0.0038055573,0.016984962,0.0018083372,0.013169032,0.06073274,0.9999988,0.0,0.0037137552,-13506.9921875,40.45701370239258,13510.15283203125,0.078125
148,26583.02947265625,-13289.125390625,30.546725845336915,0.01941467560827732,0.03746734255924821,0.0003615093883126974,0.057243527621030806,0.03493152,0.0030283786,0.040773503,0.02340874,0.036710147,0.13136128,1.0,0.0,0.0017786365,-13521.94638671875,40.04526023864746,13525.07490234375,0.078125
149,26587.66990234375,-13291.47328125,30.19229637145996,0.019258389230817557,0.03696318121626973,0.0003694558469578624,0.05659102633595467,0.016719803,0.004588282,0.028060604,0.008657139,0.023438584,0.104889214,1.0,0.0,0.006718792,-13503.82021484375,38.821479415893556,13506.85322265625,0.078125
150,26592.7226171875,-13293.966396484375,30.61725065231323,0.019390202844515442,0.037435467783361674,6.79612997919321e-05,0.05689363159239292,0.019726755,0.0040031434,0.026518833,0.007641281,0.025093893,0.09808731,1.0,0.0,0.0053671338,-13473.6671875,41.0108943939209,13476.87109375,0.078125
151,26582.1383984375,-13288.696396484374,30.33472246170044,0.019288138998672367,0.03715168571099639,7.156940642744303e-05,0.056511394195258614,0.021628913,0.002538883,0.026051356,0.015484119,0.02470478,0.09622258,1.0,0.0,0.003075874,-13519.991015625,37.1833854675293,13522.89609375,0.078125
152,26587.678828125,-13291.46146484375,30.40067813873291,0.01925325220450759,0.03711982259526849,0.0002922938950359821,0.05666536882519722,0.012167129,0.0033929031,0.020386906,0.0029985188,0.015286582,0.0665744,1.0,0.0,0.0031194515,-13509.9083984375,39.24488410949707,13512.97451171875,0.078125
153,26587.32828125,-13291.28953125,30.358728942871092,0.019204087350517512,0.03698715338483453,0.00030335497576743363,0.056494595929980275,0.037222702,0.0041863895,0.04317507,0.023616973,0.040574446,0.13688637,1.0,0.0,0.0033517561,-13482.9033203125,38.619462966918945,13485.92041015625,0.078125
154,26588.31279296875,-13291.762353515625,30.60722734451294,0.01930504518561065,0.03713681358844042,0.0001540021412074566,0.056595860496163365,0.010455056,0.003451246,0.018394392,0.0038311009,0.0113493875,0.050496526,0.99944836,0.0,0.0008943293,-13517.72060546875,39.41275978088379,13520.799609375,0.078125
155,26586.02328125,-13290.637724609374,30.350222816467284,0.01937710731290281,0.03713231079280376,7.910100743174553e-05,0.056588518992066385,0.017494762,0.0040344554,0.025119673,0.007787615,0.020457486,0.09730817,1.0,0.0,0.0029627231,-13498.33505859375,40.0890552520752,13501.46728515625,0.078125
156,26587.6336328125,-13291.428125,30.53752099990845,0.019332894878461956,0.03682586526498199,0.00036034366115927696,0.05651910372078419,0.009298015,0.002906649,0.016816292,0.004460164,0.012303472,0.04742458,0.9999294,0.0,0.0030054552,-13501.23193359375,39.07099533081055,13504.2845703125,0.078125
157,26594.794921875,-13295.03279296875,30.23159481048584,0.019009887911379336,0.03667311055585742,0.00021642332430928945,0.05589942172169685,0.027056199,0.0056764144,0.03832361,0.013141124,0.033511598,0.12648126,1.0,0.0,0.0064554014,-13549.4853515625,39.194583129882815,13552.5474609375,0.078125
158,26581.01658203125,-13288.125859375,30.458048629760743,0.019259551065042613,0.03694268928840756,0.00014561153948307038,0.056347851902246476,0.013913714,0.003718189,0.02323024,0.0035925666,0.015595108,0.06546281,0.99999905,0.0,0.0016813902,-13535.0486328125,38.21901588439941,13538.03447265625,0.078125
159,26577.66234375,-13286.45056640625,30.435461196899414,0.019205352226272225,0.03684859812259674,0.00014523711055517197,0.056199187338352205,0.01646935,0.0045280354,0.028506681,0.005077748,0.022337921,0.10637244,1.0,0.0,0.0058685723,-13514.11552734375,38.994921875,13517.16201171875,0.078125
160,26585.14115234375,-13290.196123046875,30.35564270019531,0.019802345214411616,0.03761002141982317,0.00021542823407799005,0.05762779481709004,0.028095642,0.004216073,0.03695917,0.018916924,0.033938445,0.12740254,1.0,0.0,0.005842795,-13516.2107421875,41.41653823852539,13519.446484375,0.078125
161,26581.8201953125,-13288.527724609376,30.457436447143554,0.019529949110001325,0.03737906916067004,0.0002883094921708107,0.05719732783734798,0.029428573,0.005127271,0.038392413,0.017207146,0.031952105,0.12390399,1.0,0.0,0.0025235286,-13498.14658203125,39.71208877563477,13501.2490234375,0.078125
162,26585.7946484375,-13290.5162890625,30.440239944458007,0.019071555892005564,0.036765741389244794,0.00021995002403855325,0.05605724759399891,0.014775883,0.003493848,0.022576138,0.0060797087,0.019270478,0.06678991,1.0,0.0,0.004494591,-13495.308203125,39.08966598510742,13498.36201171875,0.078125
163,26579.42283203125,-13287.35701171875,30.09985731124878,0.019229414453729988,0.03678740253672004,0.00027310559991747143,0.05628992266952992,0.018342871,0.0034003344,0.024812773,0.008003579,0.019778235,0.08015395,1.0,0.0,0.0014353597,-13510.2873046875,39.87004356384277,13513.40224609375,0.078125
164,26576.53455078125,-13285.9077734375,30.16446237564087,0.019341980321332813,0.03689097970724106,0.00020948643796145917,0.05644244659692049,0.034442335,0.004411808,0.040728614,0.022702338,0.03981599,0.13622919,1.0,0.0,0.005373655,-13526.3802734375,37.630095672607425,13529.3201171875,0.078125
165,26587.8087109375,-13291.5458203125,30.15244855880737,0.019125595055520535,0.036643798537552355,7.70115852355957e-05,0.055846405290067194,0.0271048,0.004248909,0.03472048,0.017428141,0.029567428,0.11736516,1.0,0.0,0.0024626309,-13516.3453125,36.89366188049316,13519.22763671875,0.078125
166,26582.7271484375,-13288.9961328125,30.26740547180176,0.018721191445365548,0.03619121391326189,0.00014816121198236944,0.05506056636571884,0.012646455,0.0035092565,0.02078536,0.004316396,0.014857249,0.064940274,0.9999987,0.0,0.0022107947,-13518.4791015625,39.30034408569336,13521.5494140625,0.078125
167,26577.65302734375,-13286.45931640625,30.26370246887207,0.018959049601107836,0.03611408963799476,0.00036428831983357666,0.055437427498400214,0.02774885,0.005129052,0.037759688,0.015563687,0.032372802,0.12707096,1.0,0.0,0.004623947,-13524.73583984375,40.04427604675293,13527.8642578125,0.078125
168,26568.24755859375,-13281.75138671875,30.330230674743653,0.01943392680026591,0.036962631456553936,0.00022825703490525484,0.056624815240502356,0.009376096,0.002690302,0.017797537,0.003273848,0.012977786,0.04839987,0.9998281,0.0,0.0036016884,-13496.7376953125,40.152632522583005,13499.874609375,0.078125
169,26574.73736328125,-13285.007314453125,30.189372749328612,0.018776826998218893,0.03621010471135378,0.0,0.05498693160712719,0.009259904,0.0028171986,0.017835034,0.0036167218,0.011855948,0.045656037,0.99999964,0.0,0.0025960435,-13540.63935546875,37.38743705749512,13543.56044921875,0.078125
170,26573.80021484375,-13284.54125,30.156454257965088,0.019132137941196562,0.03666169548407197,0.0003660929948091507,0.05615992642939091,0.014813812,0.0029775747,0.020179318,0.005960577,0.016057137,0.06647858,0.9999988,0.0,0.0012433245,-13531.28388671875,37.93951530456543,13534.24794921875,0.078125
171,26585.31392578125,-13290.316708984376,29.91832904815674,0.019124306635931135,0.036669674478471276,0.0001477564824745059,0.05594173740595579,0.008842835,0.0023453126,0.01399392,0.0030909444,0.011900713,0.062965184,1.0,0.0,0.0030578778,-13551.9826171875,39.330570220947266,13555.05517578125,0.078125
172,26574.8803125,-13285.092333984376,30.01736131668091,0.01884608653374016,0.03620855255052447,0.00021255502477288246,0.05526719391345978,0.016102169,0.0040850164,0.023672814,0.005188982,0.019935394,0.07893485,1.0,0.0,0.003833222,-13559.6146484375,39.63714370727539,13562.7111328125,0.078125
173,26573.1612890625,-13284.229892578125,30.052227745056154,0.019574941163882614,0.037260969895869495,0.00041899447329342367,0.05725490529090166,0.034372736,0.0052641393,0.041985143,0.017441751,0.03588448,0.13148122,1.0,0.0,0.0015117493,-13557.06015625,37.59935302734375,13559.99775390625,0.078125
174,26575.709609375,-13285.4983984375,30.126305389404298,0.018925617430359126,0.036257555354386566,6.673474796116352e-05,0.0552499071136117,0.03355219,0.0054516373,0.043289907,0.021828892,0.037664853,0.13513047,1.0,0.0,0.0041126646,-13545.76875,38.329650497436525,13548.76328125,0.078125
175,26571.08701171875,-13283.208115234374,29.857155647277832,0.018356176670640708,0.03575596768409014,0.00020152285229414703,0.054313667081296445,0.015100399,0.0032311394,0.021824162,0.006568785,0.017973078,0.08316166,1.0,0.0,0.0028726805,-13532.0798828125,38.701728439331056,13535.1033203125,0.078125
176,26569.601171875,-13282.437294921874,30.21363182067871,0.019340803949162363,0.03672407764941454,0.00044937370344996455,0.05651425503194332,0.018205844,0.0045227297,0.027002241,0.010059185,0.019272728,0.095366046,1.0,0.0,0.0010668839,-13550.206640625,38.932230377197264,13553.2482421875,0.078125
177,26565.2200390625,-13280.251962890625,30.14682897567749,0.01894949407316744,0.03645192820578814,0.0002121419971808791,0.055613564401865004,0.017407771,0.0046631,0.02578175,0.0036521289,0.022081392,0.08320299,1.0,0.0,0.0046736277,-13569.68349609375,37.464257049560544,13572.61044921875,0.078125
178,26571.95443359375,-13283.638212890624,29.903106594085692,0.01878837206400931,0.035972703341394664,0.0,0.0547610754147172,0.012677814,0.004481726,0.02110422,0.0019621463,0.016446799,0.067961834,0.9999926,0.0,0.0037689847,-13596.6765625,37.8865779876709,13599.63642578125,0.078125
179,26558.26591796875,-13276.7834765625,30.03801258087158,0.0184960678499192,0.035748012736439704,0.0002856801636517048,0.05452976074069738,0.019389851,0.0037863024,0.026113842,0.009595402,0.02471361,0.09664773,1.0,0.0,0.0053237635,-13521.367578125,38.823350524902345,13524.4005859375,0.078125
180,26577.47552734375,-13286.39572265625,29.94223705291748,0.019000891279429197,0.036205816492438314,0.0002702742163091898,0.055476981811225415,0.008861277,0.002538132,0.015958713,0.004034117,0.011909983,0.062156025,1.0,0.0,0.0030487091,-13599.6974609375,36.00680351257324,13602.510546875,0.078125
181,26569.55884765625,-13282.435908203124,29.95937038421631,0.01931861282326281,0.036836423613131046,0.00021894569974392652,0.05637398201972246,0.016746245,0.0037622827,0.023133157,0.0059863143,0.020310914,0.07939754,1.0,0.0,0.0035646667,-13525.848828125,39.4420108795166,13528.93037109375,0.078125
182,26573.19943359375,-13284.28296875,29.61748083114624,0.019271106170490385,0.037049082480371,0.0002079568663612008,0.05652814518660307,0.013906114,0.0036556607,0.021082705,0.0039560334,0.018434808,0.07310705,0.99999714,0.0,0.0045286943,-13592.9826171875,36.5619083404541,13595.83916015625,0.078125
