QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Bellman Errors 1 Mean,Bellman Errors 1 Std,Bellman Errors 1 Max,Bellman Errors 1 Min,Bellman Errors 2 Mean,Bellman Errors 2 Std,Bellman Errors 2 Max,Bellman Errors 2 Min,Policy Action Mean,Policy Action Std,Policy Action Max,Policy Action Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,touch_distance Mean,touch_distance Std,touch_distance Max,touch_distance Min,Final touch_distance Mean,Final touch_distance Std,Final touch_distance Max,Final touch_distance Min,hand_success Mean,hand_success Std,hand_success Max,hand_success Min,Final hand_success Mean,Final hand_success Std,Final hand_success Max,Final hand_success Min,obj_success Mean,obj_success Std,obj_success Max,obj_success Min,Final obj_success Mean,Final obj_success Std,Final obj_success Max,Final obj_success Min,hand_and_obj_success Mean,hand_and_obj_success Std,hand_and_obj_success Max,hand_and_obj_success Min,Final hand_and_obj_success Mean,Final hand_and_obj_success Std,Final hand_and_obj_success Max,Final hand_and_obj_success Min,touch_success Mean,touch_success Std,touch_success Max,touch_success Min,Final touch_success Mean,Final touch_success Std,Final touch_success Max,Final touch_success Min,hand_distance Mean,hand_distance Std,hand_distance Max,hand_distance Min,Final hand_distance Mean,Final hand_distance Std,Final hand_distance Max,Final hand_distance Min,obj_distance Mean,obj_distance Std,obj_distance Max,obj_distance Min,Final obj_distance Mean,Final obj_distance Std,Final obj_distance Max,Final obj_distance Min,hand_and_obj_distance Mean,hand_and_obj_distance Std,hand_and_obj_distance Max,hand_and_obj_distance Min,Final hand_and_obj_distance Mean,Final hand_and_obj_distance Std,Final hand_and_obj_distance Max,Final hand_and_obj_distance Min,total_pickups Mean,total_pickups Std,total_pickups Max,total_pickups Min,Final total_pickups Mean,Final total_pickups Std,Final total_pickups Max,Final total_pickups Min,image_dist Mean,image_dist Std,image_dist Max,image_dist Min,Final image_dist Mean,Final image_dist Std,Final image_dist Max,Final image_dist Min,image_success Mean,image_success Std,image_success Max,image_success Min,Final image_success Mean,Final image_success Std,Final image_success Max,Final image_success Min,vae_mdist Mean,vae_mdist Std,vae_mdist Max,vae_mdist Min,Final vae_mdist Mean,Final vae_mdist Std,Final vae_mdist Max,Final vae_mdist Min,vae_success Mean,vae_success Std,vae_success Max,vae_success Min,Final vae_success Mean,Final vae_success Std,Final vae_success Max,Final vae_success Min,vae_dist Mean,vae_dist Std,vae_dist Max,vae_dist Min,Final vae_dist Mean,Final vae_dist Std,Final vae_dist Max,Final vae_dist Min,AverageReturn,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
71.515884,71.408356,0.02305672,0.003433975,0.0020483655,0.010205114,0.00018133887,-0.0035304409,0.0018467205,0.00019169711,-0.010018593,-7.57866,3.7453196,-0.0023086525,-18.353333,71.515884,62.44622,336.96173,1.1331244e-05,71.408356,62.379745,336.72476,6.728987e-08,0.001577701,0.0021835743,0.0100711975,-0.004417949,-6.096939931784536,1.0231686564318154,-3.2170048925825268,-8.318072584375289,-609.6939931784536,95.52659363076286,-395.4461308525042,-731.5396337336952,0.028514396,0.011010955,0.05569409,0.004774703,10.0,-9.67296380300809,3.4377469195156047,-4.48373184868106,-20.8250669663454,-967.2963803008092,189.058412179186,-720.4610418552562,-1317.6784758073088,-0.0382648081768696,0.352444077715736,1.0,-1.0,0.3179156496011358,0.0523139999567815,0.4101223820853297,0.1817178640450298,0.3526340734369924,0.0446609206439593,0.4101223820853297,0.2575094472845462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2206324885555157,0.0677193050150659,0.3850455014270123,0.1279347231891656,0.2282446537998951,0.0773789985662167,0.3850455014270123,0.1402968995919662,0.2894710995285907,0.0611038217400697,0.4129669923925896,0.2051226571502888,0.2894710844869436,0.0611038258139003,0.4129650001225916,0.2051226571502888,0.5101035880841065,0.1210055464034403,0.7622155512252277,0.3330573803394545,0.5177157382868388,0.1285995860805201,0.7622155512252277,0.3454195567422551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.907733462740445,3.840017640476986,28.81199048742989,15.73653174535447,21.00184993395052,3.732935738215597,27.88002279223977,16.4014524726973,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,10192.536107931764,4205.287479981893,22639.488313193084,2354.0005120846204,8166.655168079396,3047.971272495511,14790.492722940842,2476.201420885854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.096939931784536,1.0231686564318154,8.318072584375289,3.2170048925825268,6.201727426131174,1.400882005228835,8.318072584375289,3.313283254891077,-609.6939931784536,4.0,4000.0,40.0,0.0317166929016821,0.0818715429995791,3.96842579702934,4.082014032930601,38.59332233246096,3.0
87.55177,86.33052,0.23846409,-0.15797345,0.06988305,-0.058717616,-0.39127585,-0.22339408,0.09399219,-0.08600082,-0.50829905,-8.209303,4.8034506,-0.0018046197,-29.429167,87.55177,111.41005,846.8652,0.0055700503,86.33052,110.309006,841.90027,0.0007851869,0.04809843,0.026721854,0.14680803,0.005450297,-6.743299585811134,1.4136098104629786,-3.5438117142005408,-10.347962480728,-674.3299585811133,117.60517061807764,-466.43703309759087,-867.3638742530578,0.10971566,0.6083634,1.0,-1.0,10.0,-6.349533309390777,1.8453330913642367,-2.211964588588329,-18.30661483182489,-634.9533309390777,117.755782066954,-473.99738980830193,-813.953912875361,0.1307922522813494,0.7042064916036167,1.0,-1.0,0.3731150691101742,0.0870787950570395,0.5765862052365871,0.1649839047701627,0.4067453373596565,0.0830518211648188,0.5725520862339533,0.3071100522298405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2807950762209996,0.0967335793329111,0.5551292624662693,0.1071260502380613,0.3090595142040375,0.1261356552864685,0.5550584431871829,0.1329856154733171,0.3635762832680159,0.1386353403259475,0.5741124386725025,0.0732685275261642,0.3635762725907308,0.1386353376389636,0.5741117522524091,0.0732685275261642,0.6443713594890155,0.1429950552586604,0.8416155557654836,0.2403811730040396,0.6726357867947682,0.1422405608161211,0.829203757776981,0.2862832114703856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.60168467932294,4.387863793321519,30.429154204570597,13.108688285775411,20.037478165659632,4.423925014519054,27.40324785640536,13.108688285775411,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,8451.895041334254,3172.9398258133037,21799.93556337283,1198.996968727418,7835.301618001957,2717.2920921871573,12879.110076784196,3309.737013995571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.743299585811134,1.4136098104629786,10.347962480728,3.5438117142005408,7.04236056313437,1.9304507632325965,9.861276456692607,3.769121919117216,-674.3299585811133,4004.0,5000.0,50.0,15.79999879785464,4.400121147999016,4.368631251032639,24.568751196886296,63.46462630435417,4.0
22.708523,21.092968,43.370316,-49.066288,26.347948,-1.7997497,-114.62416,-48.898823,26.28744,-2.3554947,-115.07504,-48.30143,26.84278,-0.9158407,-115.98604,22.708523,65.20139,534.6515,0.0007596716,21.092968,60.374546,516.3021,3.5277466e-05,0.009116406,0.8158432,1.0,-1.0,-5.920903127974154,1.7839552265663998,-2.42573390654632,-16.648343052284254,-592.0903127974153,140.85669847791394,-401.52153545188776,-812.7909235374206,0.23713349,0.64963025,1.0,-1.0,10.0,-6.275351050767805,1.2100371901533136,-3.745285584203047,-10.748472022950196,-627.5351050767804,54.10619711395264,-554.6218174231888,-716.8306376612512,0.097378898906357,0.6702792603470676,1.0,-1.0,0.3966409934715357,0.0985615734925894,0.5669350732029278,0.2251117929992208,0.3885436779445317,0.1186358385774038,0.5597935432964699,0.2338166641727691,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2424495056984268,0.1009607637824447,0.4865715085864743,0.0668926546899641,0.2017039544412993,0.0724362949078777,0.3196606947242892,0.1032378355631558,0.275473446742663,0.1123865254682649,0.3765337484016483,0.0822675401024196,0.275473440127772,0.1123865217392566,0.376533748188984,0.0822675401024196,0.5179229524410899,0.1677722394849403,0.8631052567754585,0.1491601947923837,0.4771773945690714,0.1376464058526473,0.6740246844004721,0.203935806116997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.357548099243736,5.406103921883181,33.539110167139754,12.25681616422716,22.60895344389781,5.612741957281902,32.956787150756504,15.295295077854716,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,7408.931178676571,4507.852730246904,31732.747065322368,680.0311412805991,6500.9496254356745,3712.675586550591,12005.356286564092,1710.5609657994378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.920903127974154,1.7839552265663998,16.648343052284254,2.42573390654632,5.878665832113492,1.5641245393767305,7.722257122585774,2.7223626554324185,-592.0903127974153,8004.0,6000.0,60.0,23.14570699603792,4.697103943006368,5.4211047290300485,33.26391566807433,98.21274439042465,5.0
20.388165,23.474112,71.57007,-76.83542,43.484867,-1.1866676,-177.04814,-77.28607,43.9524,-2.330591,-174.77638,-76.20682,43.32448,-0.077244535,-177.79291,20.388165,44.87646,276.56873,0.0009904397,23.474112,53.620937,428.1669,0.022477575,0.093703404,0.8202451,1.0,-1.0,-6.012941134464045,1.8713563762106449,-2.636332283093867,-17.006168225293983,-601.2941134464045,105.99557747405436,-390.7190076960555,-751.3121443294277,-0.17940418,0.75943595,1.0,-1.0,10.0,-6.6369012383287656,1.7876216468561934,-3.7404363166422834,-18.45713924805252,-663.6901238328766,117.4251852082518,-539.909880263142,-968.4236094647172,0.1963308315827592,0.7072288327107534,1.0,-1.0,0.3647207905699315,0.1280808708395533,0.5761694967707438,0.1210486306667686,0.4277814217312223,0.1244593550362582,0.5761694967707438,0.2045743911729107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0909090909090909,0.2874797872880344,1.0,0.0,0.0909090909090909,0.2874797872880344,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3565635066417276,0.1092382531743053,0.5792535154773257,0.1113930730113067,0.4148046532158106,0.1028702820337457,0.5792535154773257,0.2143936175684735,0.3196750365287377,0.1721492267951526,0.6373501098776484,0.0193060799972229,0.3196750194709696,0.17214922719217,0.6373490827759917,0.0193060799972229,0.6762385431704654,0.2427823686303606,1.1125658457578955,0.1306991530085297,0.7344796726867803,0.2465766661371626,1.1125658457578955,0.2336996975656964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.57775495065011,3.823204276416189,26.47943381616974,7.717727761414493,19.9988327767348,3.772442372027873,26.41849485558268,11.132265521453323,-0.9972727272727272,0.0521520345791398,0.0,-1.0,-1.0,0.0,-1.0,-1.0,7442.865730109165,4872.103553325392,32666.032303697204,1302.4073719164148,6431.952785890057,3507.1406665241816,12377.968985786472,1929.5700827023152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.012941134464045,1.8713563762106449,17.006168225293983,2.636332283093868,5.774199130558655,1.283508517774796,9.067133990775652,4.272465896633264,-601.2941134464045,12004.0,7000.0,70.0,18.77933827800007,6.185113090999948,4.977586282984703,29.94203765198472,126.59630686341552,6.0
22.97685,25.679893,84.478676,-89.6868,52.99862,-8.198558,-238.48735,-90.21008,52.979305,-8.691691,-244.71043,-89.15447,52.470364,-5.710877,-232.85414,22.976849,53.993515,380.7566,1.0608346e-06,25.679895,53.46099,349.0117,8.132332e-05,-0.038795043,0.85770684,1.0,-1.0,-6.041744711809502,1.641518191725453,-2.5963786011540644,-12.873078499626038,-604.1744711809501,126.94308495648625,-367.56459150202426,-864.1506911672877,-0.015479257,0.657219,1.0,-1.0,10.0,-6.80629800885317,2.792525000484614,-2.7778348058632645,-18.87908521380941,-680.6298008853171,196.05105120743252,-354.9470946341717,-1083.592951880309,0.0364314455885581,0.7051034491702326,1.0,-1.0,0.3641090008298663,0.0730785878467275,0.5794735085778056,0.1723396790666533,0.3950875250339381,0.0875845163153859,0.5655834259849125,0.2574426213886083,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2657469327163784,0.0919718511775175,0.5105307329148931,0.0781901174610913,0.2841607359935241,0.0745202794963171,0.4319408781194201,0.1791625270209346,0.3636514407336935,0.1229907028120881,0.5891336313819067,0.1294662125049366,0.3636514310708904,0.122990703101109,0.5891323403062344,0.1294662125049366,0.629398373450072,0.1627608996244355,0.9620148693237396,0.2447507463452094,0.6478121670644145,0.1615635017443332,0.8886487907240439,0.3415941218299201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.47160306678083,2.773737463080185,27.36277312930186,14.860557550225884,21.13535476260209,2.4945076549610774,24.970299312400424,17.749762576185557,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,6213.469751372106,3144.1607459987954,22843.48274532153,974.3196896067682,6426.295517538147,2820.1159675738472,10378.898798236844,1194.9912618874937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.041744711809502,1.641518191725453,12.873078499626038,2.596378601154065,5.868199241865633,1.2047002888443172,7.308456182532153,3.221698730521904,-604.1744711809501,16004.0,8000.0,80.0,14.96111817801284,4.627167926999391,4.428343880957982,24.01662998597021,150.29061675137928,7.0
19.02108,23.945538,115.451324,-119.76732,71.01933,-1.2353746,-276.6316,-120.23706,71.35573,-0.10702407,-276.39017,-119.17294,70.94453,-0.3055019,-269.27664,19.021078,35.228546,253.0685,7.2235474e-05,23.945538,43.78596,232.31079,0.00038146973,0.018877046,0.8250843,1.0,-1.0,-6.128717195690735,1.7184638835436594,-2.4662089815596344,-12.367842023021842,-612.8717195690734,152.05963199345254,-372.701770670705,-924.590864196696,0.0869152,0.65675396,1.0,-1.0,10.0,-5.951520191703705,2.435052616567474,-2.219628916298715,-14.93448376799998,-595.1520191703705,175.0967207712772,-401.5908031786005,-1045.469393218749,0.0544603585507656,0.6529752734914405,1.0,-1.0,0.411145250406608,0.0894941310310212,0.5640199913010477,0.0992224089317476,0.4478530965158674,0.0896335551314457,0.5640199913010477,0.2668429084696661,0.0145454545454545,0.1197242009683951,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2891725292319474,0.1336442106169577,0.5622998205224585,0.0247380184462848,0.3175135506577946,0.1513842035593786,0.5622998205224585,0.1433175374968508,0.3150536458129578,0.1108428084541746,0.4808246627377397,0.106683908014625,0.3150536322593705,0.1108428091008609,0.4808229597585798,0.106683908014625,0.6042261750449053,0.2046939553075578,1.0431227802810383,0.2558864612198306,0.6325671829171652,0.2275299800539056,1.0431227802810383,0.2799848496235791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.99042176679995,5.321854308624864,33.752653675559394,9.758895822477642,23.82948660401048,4.8813391607737895,32.59503645317923,18.967817095063623,-0.9981818181818182,0.0426013618685817,0.0,-1.0,-1.0,0.0,-1.0,-1.0,8743.999907191213,4115.053277064357,26407.654243631463,875.5489710240197,8452.451373254624,4153.66429374594,16766.900847923836,4108.668617545675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.128717195690735,1.7184638835436594,12.367842023021842,2.4662089815596344,6.14109377131109,1.578481236536653,9.575906542752708,4.30877557957508,-612.8717195690734,20004.0,9000.0,90.0,22.190204430822632,4.306486134999432,5.522313709931041,32.019004275753105,184.68414281213336,8.0
22.809422,22.259983,125.94522,-131.86626,80.23183,-4.3557405,-303.104,-131.29886,80.39776,-3.841136,-301.29623,-131.43652,80.546295,-6.406198,-306.44055,22.809422,52.72321,491.37012,0.01030642,22.259981,60.083366,580.8971,0.00031275698,0.07577643,0.8278111,1.0,-1.0,-5.355628651063246,1.0734077695149868,-3.4556061642720604,-16.23932678204665,-535.5628651063245,66.44412822761431,-387.4427907589977,-617.4960458396397,0.0059896954,0.5475035,0.9999998,-1.0,10.0,-6.279003024472667,1.7304381773928,-3.3136115815316365,-12.465777290246816,-627.9003024472665,93.55774205897389,-503.8626937196776,-857.9019161290795,0.0504877943537883,0.6770502019462645,1.0,-1.0,0.3434352514619477,0.0987136053810131,0.6212314822196043,0.1723357215826899,0.3392953859787785,0.1008071796256432,0.5912756569216026,0.204616202103909,0.0045454545454545,0.0672665844861306,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2761081522159077,0.1235228975473014,0.6256966131530062,0.0294827684010361,0.3084861300238559,0.1288208409062026,0.6256966131530062,0.1038434484850788,0.3616308586168299,0.1640011199918489,0.5577395660672895,0.062549339326409,0.3616308483728834,0.1640011214411775,0.5577379753824401,0.062549339326409,0.6377390108327375,0.2395408163759334,1.1834345885354465,0.2037703816931594,0.6701169783967392,0.2552972944362337,1.1834345885354465,0.2855794447762572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.77839500080281,5.012270921591823,30.04456333908122,7.30310957455116,22.854982968403792,5.517575281350015,29.910918619662105,11.230034014881436,-0.9972727272727272,0.0521520345791398,0.0,-1.0,-1.0,0.0,-1.0,-1.0,7370.141181118773,3510.438808101184,27139.64444199312,458.7444619290784,6063.854055828292,2971.3547830725447,10661.06092261803,1621.994074963976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.355628651063246,1.0734077695149868,16.23932678204665,3.4556061642720604,5.041688361413124,0.78244033391924,6.18300985007278,3.727707928468809,-535.5628651063245,24004.0,10000.0,100.0,23.800537104958494,6.688340337997943,5.9475743959483225,36.43645183890476,220.7349332080485,9.0
31.003815,32.50884,154.76483,-159.1752,94.29741,-15.590727,-319.55008,-158.51892,94.372284,-16.217253,-324.1685,-158.4087,93.09519,-17.26867,-322.00195,31.003815,50.13641,265.35593,0.0018482809,32.50884,48.209396,274.15063,0.021636859,-0.021508887,0.8113139,1.0,-1.0,-5.920032226734239,1.3679277158595575,-3.309016831200709,-11.682490407688642,-592.0032226734239,92.86701406876932,-456.81892655570175,-792.7675868094761,0.19139145,0.61292934,1.0,-1.0,10.0,-5.0315790378138825,1.150753879344863,-2.869636926151369,-10.233922896576622,-503.1579037813881,62.84490481148745,-369.70101049202304,-598.2562610163567,-0.0746952076229936,0.6063758861392101,1.0,-1.0,0.3707269645440108,0.0961834184590266,0.5871863075171813,0.1531823723722789,0.4093575524330841,0.1149461675694129,0.5871863075171813,0.2297241102585824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3340668269642884,0.1133016382737231,0.5333610570565438,0.0764100606743697,0.3814269956116929,0.1186782432004411,0.5189826518991044,0.0997606699203957,0.3432887305750928,0.1313663779962005,0.5637708698554492,0.1570664575635471,0.3432887200430134,0.1313663762145139,0.5637699121940479,0.1570664575635471,0.6773555575393811,0.1401496797441924,0.9675424359302052,0.3379489130844043,0.7247157156547064,0.1356435270762918,0.9675424359302052,0.543119477784546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.602666054845283,4.422236301548889,32.60726704123638,13.903648781615642,22.532353778779417,4.617268671894263,32.08547935422244,14.658836643265676,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,8302.808250572516,4087.407468531907,25657.59728015011,1454.546924605506,6977.425144519419,3488.393619942376,13021.079734516936,1767.386904434036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.920032226734239,1.3679277158595575,11.682490407688642,3.309016831200709,6.398420184843776,1.4440023671264912,8.081115367393686,3.5054235321408083,-592.0032226734239,28004.0,11000.0,110.0,19.858441400894662,6.293187754003156,5.326483695927891,31.47811285082571,250.52866594787335,10.0
31.924511,27.435461,162.63611,-165.62999,106.82149,-11.883511,-371.8532,-166.09106,107.33436,-8.841299,-376.0843,-166.6905,107.53305,-11.422974,-378.94977,31.92451,56.319332,405.8538,0.00045830593,27.43546,47.14843,340.60568,0.00020649588,0.062590584,0.7936127,1.0,-1.0,-5.469475055980365,1.3855078549175663,-3.2147218419224424,-11.81061404348186,-546.9475055980366,109.98209812470355,-367.5733350564304,-750.3589808468653,0.09006337,0.58322495,1.0,-1.0,10.0,-5.6621429381239485,1.0444801465537323,-3.757542017303656,-10.939003117918398,-566.2142938123949,55.18378111831058,-478.6814575363906,-635.9720428666817,0.0880352804325875,0.6519082620854981,1.0,-1.0,0.3646338000079858,0.0799038989042874,0.5526236601742349,0.1528391836315099,0.3875586579382749,0.0446033248072575,0.442835035145155,0.2901909948055399,0.0009090909090909,0.0301374262804559,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2417868942800567,0.1058117913061455,0.5412138835346676,0.0583443598824612,0.2514522611976963,0.1111473188339539,0.3835454620576653,0.101625133334606,0.2612402570637389,0.1132366195332563,0.5076494856415534,0.1033460230917294,0.2612402399166314,0.1132366223709056,0.5076480197610109,0.1033460230917294,0.5030271513437957,0.1334925323027048,0.7315455537206439,0.2296555828342165,0.5126925011143277,0.1212569167013919,0.6741421697029484,0.2586145614409088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.196684155876124,4.565917596014392,31.62470503378117,12.720721182576256,20.75264384104852,5.397215616510678,29.789878528538814,12.850320996443996,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,8236.198880738708,3911.815152030904,25464.54827701812,904.1849421677672,7274.070865595622,3764.11162747097,15685.68014759412,1577.7449931169176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.469475055980366,1.3855078549175663,11.81061404348186,3.2147218419224424,5.100102957570408,1.3141471974168182,7.525859331992521,3.2442045225504046,-546.9475055980366,32004.0,12000.0,120.0,19.754725336177216,4.609085552001488,5.267571344971657,29.63138223315036,282.1762268640159,11.0
24.669989,29.07676,181.98898,-186.9909,109.03724,-23.979889,-431.5386,-186.71558,108.74454,-25.04012,-432.88635,-185.7767,109.42498,-24.731419,-439.59106,24.669989,42.429844,269.24716,9.920508e-05,29.076761,43.03321,218.4186,0.01706881,0.02958116,0.81980836,1.0,-1.0,-6.242737039071873,1.617677056201058,-4.079957847918197,-12.407017538125672,-624.2737039071873,103.08640898769012,-480.8327973855136,-829.880241011711,-0.024387553,0.69643855,1.0,-1.0,10.0,-5.389919296336265,1.5342886533611408,-2.9488965191389958,-14.61418096196684,-538.9919296336265,103.43911970150964,-381.7014206717277,-716.4728626883326,0.0183848791250957,0.6477371181759132,1.0,-1.0,0.3771855480343705,0.1096513559734189,0.6449119346186186,0.2239298516936405,0.387953335444488,0.1264828204601638,0.6444966544882514,0.2313588470758813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3277870444071596,0.1391185819555961,0.6265083047138159,0.100747642205748,0.3383354526455779,0.1498732216556362,0.625937813569795,0.1213888818248417,0.3078350230755979,0.150402712628912,0.5604209070800139,0.1384340234818994,0.3078350110863458,0.1504027126014554,0.5604201660296693,0.1384340234818994,0.6356220674827575,0.2433521426719263,1.0922400271522874,0.2391816656876474,0.6461704637319237,0.2526419692777599,1.0912254004851998,0.267916126513557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.866138190712025,6.102225977962932,30.95287907124188,10.416871831889582,23.156091634543888,6.40797384679306,30.22666111079685,13.038125267689487,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,10529.350163288807,4841.742657038138,38486.06020327631,4333.075093963165,10259.54551854488,3965.929335132345,20287.02446624019,6592.29748791637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.242737039071873,1.617677056201058,12.407017538125672,4.079957847918197,5.562876143092954,0.904706539383176,7.241754961034459,4.098395186537638,-624.2737039071873,36004.0,13000.0,130.0,16.681745670161035,6.62839934600197,4.799599699945247,28.109744716108253,309.85060787213297,12.0
