QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Bellman Errors 1 Mean,Bellman Errors 1 Std,Bellman Errors 1 Max,Bellman Errors 1 Min,Bellman Errors 2 Mean,Bellman Errors 2 Std,Bellman Errors 2 Max,Bellman Errors 2 Min,Policy Action Mean,Policy Action Std,Policy Action Max,Policy Action Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,hand_distance Mean,hand_distance Std,hand_distance Max,hand_distance Min,Final hand_distance Mean,Final hand_distance Std,Final hand_distance Max,Final hand_distance Min,puck_distance Mean,puck_distance Std,puck_distance Max,puck_distance Min,Final puck_distance Mean,Final puck_distance Std,Final puck_distance Max,Final puck_distance Min,touch_distance Mean,touch_distance Std,touch_distance Max,touch_distance Min,Final touch_distance Mean,Final touch_distance Std,Final touch_distance Max,Final touch_distance Min,success Mean,success Std,success Max,success Min,Final success Mean,Final success Std,Final success Max,Final success Min,AverageReturn,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
0.02027551,0.02080983,0.050607566,-0.0011944827,0.00026357942,-0.00040951977,-0.0018247655,0.0009466214,0.00034072102,0.0016568061,0.00016140821,-0.12623455,0.068110086,-0.00069881877,-0.27499202,0.02027551,0.016847339,0.075267166,3.4178157e-08,0.020809827,0.017109679,0.07587459,2.2185113e-06,0.00055867084,0.0026227732,0.0033560267,-0.0022920552,-0.13746255563037152,0.05396074228140726,-0.06878928685171612,-0.23503124108914386,-13.746255563037154,5.348537758503104,-7.168021288642283,-22.88989336644317,-0.0056697056,0.023444189,0.017815378,-0.02923485,10,-0.15743330589393248,0.0491410826402496,-0.05023561247331553,-0.25546890882055795,-15.743330589393247,4.020294183430688,-7.8354815963785365,-21.84854905952683,0.00532243072855912,0.36816907957149436,1.0,-1.0,0.09113423930201352,0.02384644710175582,0.14674994288881527,0.05717256870429914,0.08765806716333441,0.01818916688618932,0.11126445273011099,0.05783244968513607,0.09656273357207572,0.06728682048229576,0.20756598315960223,0.020585317881272394,0.09656262863318582,0.0672868435108153,0.20756598315960223,0.02058707295393188,0.09621179531343454,0.0036660446756702184,0.10536789022883501,0.09239516603723222,0.09520545735735773,8.69627963419083e-05,0.09530566327875323,0.0950355350772694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.746255563037154,4,4000,40,0.0921969206247013,0.00044760300079360604,1.4186894077574834,1.5113339313829783,13.367159112676745,3
0.007694195,0.008077426,0.18078163,-0.18629989,0.00065306306,-0.18497074,-0.18838874,-0.1894418,0.0006780348,-0.18803535,-0.19153072,-0.12846059,0.065958664,-0.002716346,-0.25177944,0.007694195,0.009493458,0.033690438,3.0640383e-08,0.008077426,0.009895695,0.035114605,7.185455e-08,-0.005675757,0.023417646,0.017849704,-0.029308544,-0.17479489960976424,0.038280667888432096,-0.07533569792453361,-0.23945695910632114,-17.479489960976426,3.71027390074589,-9.811872808601047,-21.97765779602093,0.9999816,2.4820634e-05,0.9999999,0.99990004,10,-0.20099675533057193,0.051166565689977295,-0.04066810726948823,-0.3243638135004105,-20.09967553305719,4.776376542386631,-13.142229071742115,-29.27727156576282,0.8514035201285768,0.2242150336090658,1.0,-0.6930392279729518,0.11400878126077366,0.023135451221346286,0.15676506435316848,0.038859734497065514,0.12950969416335978,0.01762025859308642,0.15676506435316848,0.09072871243104327,0.13611957427000332,0.040195420553669925,0.19509358218210515,0.07148508525976448,0.13611975543231297,0.04019525794245626,0.19509358218210515,0.0714865236128219,0.11962908854710334,0.015736513190748983,0.13676703656866282,0.07540169347568441,0.13676679007255757,1.825753182664597e-07,0.13676703656866282,0.13676636476859122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-17.479489960976426,4004,5000,50,8.302230500412406,1.5291621340147685,1.3206560240359977,11.152048658463173,24.2626492541458,4
0.00079280976,0.000620435,2.5238762,-2.4871237,1.0934639,-0.34788793,-5.442272,-2.4958737,1.0928599,-0.3495214,-5.441809,-2.4919548,1.0956993,-0.3362502,-5.444039,0.00079280965,0.0019917865,0.020382198,1.4210855e-12,0.00062043493,0.00090584875,0.0056623337,4.6495643e-09,0.9999769,2.9971434e-05,0.99999994,0.9998558,-0.15101774635323112,0.04141342683620181,-0.07629270401621051,-0.25616785884736043,-15.101774635323109,4.140870907863548,-7.6859988797520815,-25.45677854437921,-0.49802667,0.6983209,0.99999785,-0.99946404,10,-0.15891807876591202,0.047519134331474686,-0.0831428667125148,-0.24438630156012195,-15.891807876591198,4.705490262733679,-8.494515701055397,-23.710874220476036,-0.2752827369026552,0.7048809358966248,1.0,-1.0,0.10298575101731504,0.030474798528688982,0.15741279804855743,0.063335164802211,0.10453811476802781,0.029555884306488617,0.153334745938273,0.06759617699666158,0.1094982890520851,0.04379238853084449,0.2115593783782399,0.05038088655974668,0.10949812598516484,0.04379242262427487,0.21155873381478463,0.05038088655974668,0.1092944991410955,0.004622572833871611,0.12758082779760113,0.10494362266177099,0.11024862564459074,0.003277062042033206,0.11868337651311377,0.10713519208139184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.101774635323109,8004,6000,60,8.700265053485055,1.271981711994158,1.4795026420615613,11.451749407540774,35.99034914272488,5
0.0029376436,0.0035919016,4.0157247,-4.0374775,1.8807151,-1.3927356,-10.399322,-4.0200562,1.8797815,-1.4006405,-10.385981,-4.0472116,1.8852206,-1.4008223,-10.393213,0.0029376436,0.0074985106,0.06744325,5.861922e-08,0.0035919014,0.008499379,0.062906444,3.304912e-08,-0.49585295,0.82431895,1.0,-0.9999986,-0.15386094553979796,0.05138048021012995,-0.021310209934988528,-0.23533268940513502,-15.386094553979795,4.881317233810515,-8.54035597469436,-21.90750860517478,0.271976,0.64986634,1.0,-0.9999968,10,-0.1706132980560466,0.060254773697569215,-0.07844512313481423,-0.3076553076140363,-17.06132980560466,5.758550286360163,-10.381835840266197,-28.53846006066657,0.06375663185171652,0.7233566075239497,1.0,-1.0,0.09570414282569581,0.02715322497625242,0.1410768874251881,0.027528597338114556,0.10512397220055969,0.02153191824478973,0.1410768874251881,0.06693303799021669,0.12064648305356229,0.056161826245879606,0.19326725219906443,0.0065383039049868134,0.1241187159086403,0.055825150692673964,0.19326725219906443,0.037339138727823296,0.08894228823666041,0.025739988791256798,0.14585290795840075,0.056290895612416285,0.09275615830373742,0.025515264241476796,0.14585290795840075,0.06673146586820089,0.0018181818181818182,0.042601361868581746,1.0,0.0,0.0,0.0,0.0,0.0,-15.386094553979795,12004,7000,70,8.766066145035438,1.5478397280094214,1.4393020835705101,11.75320795661537,47.548199425276835,6
0.006437649,0.0068769287,4.785719,-4.9144683,2.37824,-2.0824907,-11.485883,-4.92288,2.376175,-2.0962574,-11.494401,-4.9082937,2.3655808,-2.0364995,-11.3781395,0.006437649,0.028613552,0.32167494,7.689598e-07,0.0068769283,0.033518523,0.37802827,2.1393589e-07,0.02013471,0.87379926,1.0,-1.0,-0.12938343886914383,0.05286954587990233,-0.03712861088419645,-0.2218037531927213,-12.938343886914383,5.181271263724134,-4.048600637597465,-21.614195527416342,0.003274758,0.5325296,1.0,-1.0,10,-0.13071943662484745,0.05332064673260814,-0.018978807989729722,-0.24069378042143413,-13.071943662484747,5.0191883246604965,-4.324285272970359,-21.535889905222326,0.051759113083644614,0.5590445970614801,1.0,-1.0,0.07464866288034833,0.02628277793172424,0.1522342719984087,0.030544646945543177,0.07429379851679135,0.02456528549111895,0.11248710297960121,0.03762039529216335,0.10864740122055379,0.049355295564192304,0.20085057616478805,0.02987240852714726,0.10780497914802557,0.049676751691933516,0.20085000441426554,0.02987240852714726,0.09794518459410775,0.02426338443530406,0.1413529426992804,0.05646830871430261,0.09847759521434081,0.02259431070234685,0.13271163693996813,0.06306565992844358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.938343886914383,16004,8000,80,8.35695765420678,1.3528482410183642,1.4392086507868953,11.14901454601204,58.801196820277255,7
0.03928421,0.03774947,5.051898,-5.0912194,3.001964,-1.4760354,-14.522281,-5.0947413,3.0109217,-1.4772564,-14.64073,-5.1130896,3.000638,-1.4991752,-14.534526,0.039284207,0.3449455,3.921807,3.8184235e-06,0.03774947,0.32082498,3.6473308,8.21276e-08,-0.0666351,0.8449216,1.0,-1.0,-0.15256699486454492,0.042660932068795,-0.08648766530389022,-0.23434237817269923,-15.256699486454492,4.211569814362518,-8.969192173661554,-23.105410632229663,-0.088108964,0.5123844,1.0,-1.0,10,-0.11536781052621517,0.04457403526676375,-0.01187968659651026,-0.22922655311386006,-11.536781052621516,3.5753046091160723,-4.828401713686866,-16.11661203554214,-0.026548798658969246,0.6256565657636423,1.0,-1.0,0.0881191560292756,0.02772236097422936,0.14394803999395725,0.03255626649832736,0.08830414268518037,0.02730314884298419,0.13056886207386395,0.039545283596087326,0.1264888842434841,0.038609918499696305,0.20093046990382799,0.06243476918208289,0.12647889872794485,0.03861617729697291,0.2009301481292314,0.06243476918208289,0.0883136921776133,0.01857747511712827,0.1281934557803923,0.0573493027144403,0.08932132100879282,0.018205436310471914,0.11330957395667667,0.06104459770600633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.256699486454492,20004,9000,90,8.894921323168091,1.4573832440073602,1.4681738289946225,11.820478396170074,70.6508895654406,8
0.024859171,0.020677295,5.7058206,-5.7356544,3.7520008,-1.0586152,-21.459923,-5.760979,3.76724,-1.0379702,-21.589945,-5.7745924,3.7606459,-1.0086008,-21.562569,0.024859171,0.082812615,0.7848028,2.7113492e-07,0.020677295,0.06247623,0.55446655,6.2221784e-07,-0.29257664,0.73406434,1.0,-1.0,-0.13710577829985765,0.03376458199174992,-0.054794737936654826,-0.2084943068302602,-13.710577829985768,3.3066970137139284,-6.0921144624364185,-19.987513276226412,-0.024720239,0.3900108,1.0,-1.0,10,-0.12106404882779628,0.0542529760315115,-0.03069139678059463,-0.23850021061724994,-12.106404882779628,5.0841969790862125,-5.501036067175633,-22.45335835082731,-0.0665889239864708,0.5602402525224384,1.0,-1.0,0.07422645322377254,0.015436920948250388,0.1495353738593018,0.040002531348323656,0.07641396543580732,0.013077045629249748,0.10407021320022423,0.053479701573214314,0.1181586985195429,0.034548814196020704,0.19210776000282537,0.049236694423222364,0.11801382196231303,0.03424933524626695,0.18507410966594656,0.049236694423222364,0.08093449820243388,0.021898867185836043,0.13525656494194355,0.056925566593665176,0.08439881284263952,0.022818918538559038,0.13525656494194355,0.06146929631355438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.710577829985768,24004,10000,100,9.206883506674785,1.4860510349972174,1.5763324380095582,12.26926697968156,82.92445239805966,9
0.026252411,0.033450257,6.1136312,-6.275853,4.896834,-0.5814972,-21.275307,-6.293154,4.9050484,-0.6207573,-21.334976,-6.230693,4.8902154,-0.5543188,-21.236185,0.02625241,0.051804636,0.35201943,4.0671977e-05,0.033450257,0.06482405,0.40446526,2.1825828e-07,-0.20562153,0.8441421,1.0,-1.0,-0.12249510840225078,0.03713759895971987,-0.05661504795863026,-0.1958371784707832,-12.249510840225078,3.5515144052838514,-6.959952758074224,-18.013052028551467,0.010389606,0.43782967,1.0,-1.0,10,-0.12101928518314664,0.045185093741733025,-0.03511054861207378,-0.25310944397011936,-12.101928518314663,4.1049863827080655,-6.98270986177974,-19.22502344843781,0.015475263474304474,0.5496129599994992,1.0,-1.0,0.0707027013415446,0.021893143330759524,0.1427004319153262,0.03058745111027481,0.0683793075369973,0.021386473561122957,0.11649703386230364,0.0415871617685599,0.09908263856380932,0.04524507573710837,0.15212828113456678,0.025239820646298143,0.09750298246110999,0.04512674331220896,0.15212794040834945,0.025239820646298143,0.07943344051763039,0.01550414534786244,0.11674396090479171,0.057621171363072474,0.07917797638776339,0.015567365890829127,0.11178939746978014,0.06184891884772575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.249510840225078,28004,11000,110,8.911082237260416,1.490376498986734,1.512366393202683,11.913825129449833,94.84253581048688,10
0.043609798,0.040452257,5.677706,-5.8039403,4.4159813,0.11422001,-16.389408,-5.7823777,4.40998,0.09731414,-16.361048,-5.7541494,4.3991632,0.09229115,-16.33121,0.0436098,0.19879924,2.2171192,5.6752506e-06,0.040452257,0.21690488,2.4183729,2.3540139e-07,-0.031953603,0.85337687,1.0,-1.0,-0.13960533656749916,0.03787477976029669,-0.0835458574065344,-0.2391860451367339,-13.960533656749915,3.498676585348678,-8.715859386323116,-20.091767056820707,-0.003974643,0.5352791,1.0,-1.0,10,-0.11327899645359983,0.03508628338065708,-0.0250509067654034,-0.1919192003104561,-11.327899645359981,3.2740852560198013,-5.868361598230383,-16.10493789305276,-0.005336008674526308,0.5198020700413887,1.0,-1.0,0.05767483910130763,0.024440962519821155,0.15406125239758853,0.028599424170807502,0.05633588271373096,0.02040179073576255,0.09394911258300577,0.03596665505019922,0.12942722387020578,0.03555511719090572,0.18709326646670896,0.0644112847861731,0.12738036861381527,0.03489765812502508,0.18546567121310123,0.06441266301101765,0.07087388344983007,0.014961563986457347,0.11579814773325607,0.056710847681169116,0.07012823071449083,0.012284801231210585,0.10764697475303613,0.06227725607095466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.960533656749915,32004,12000,120,8.903691448940663,1.4944554139801767,1.4816049789951649,11.879751841916004,106.71343058039201,11
0.026919875,0.038224593,5.846266,-5.909314,4.8848734,0.57295394,-23.79157,-5.882986,4.87326,0.6434235,-23.431387,-5.9909306,4.9017763,0.5327484,-24.878948,0.026919873,0.10629953,1.18239,2.6804014e-07,0.038224593,0.18520129,2.0954337,2.6977102e-07,-0.087377064,0.79126227,1.0,-1.0,-0.12742130045395683,0.04461887168797178,-0.04668127980984809,-0.22543320392550756,-12.742130045395681,4.407817114281176,-5.199571082440776,-19.535661565148924,0.0038491627,0.46208414,1.0,-0.99999833,10,-0.1070695282604197,0.042707271783369694,-0.02943255463291132,-0.237374396661833,-10.70695282604197,3.8462332424342867,-5.504852605788383,-17.448504775445077,0.024101764717631327,0.47014257391012354,1.0,-1.0,0.06572851084268094,0.02376253210186134,0.12639029938116295,0.027691933724160244,0.0669559416645543,0.02231863040798076,0.10115058386731447,0.03511673581623063,0.10437905617078798,0.05814345811279731,0.20361936683828627,0.025722961209052018,0.10373458602450268,0.05755258929746512,0.18774228313089972,0.025722961209052018,0.08261459086941955,0.021286638824830447,0.1348044665505446,0.05652920472751525,0.08400498009094261,0.019838476730912883,0.12494502314038748,0.06121887958812424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.742130045395681,36004,13000,130,8.691198087239172,1.4862433200178202,1.4836105668509845,11.661051974107977,118.36607441550586,12
