QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Bellman Errors 1 Mean,Bellman Errors 1 Std,Bellman Errors 1 Max,Bellman Errors 1 Min,Bellman Errors 2 Mean,Bellman Errors 2 Std,Bellman Errors 2 Max,Bellman Errors 2 Min,Policy Action Mean,Policy Action Std,Policy Action Max,Policy Action Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,hand_distance Mean,hand_distance Std,hand_distance Max,hand_distance Min,Final hand_distance Mean,Final hand_distance Std,Final hand_distance Max,Final hand_distance Min,puck_distance Mean,puck_distance Std,puck_distance Max,puck_distance Min,Final puck_distance Mean,Final puck_distance Std,Final puck_distance Max,Final puck_distance Min,touch_distance Mean,touch_distance Std,touch_distance Max,touch_distance Min,Final touch_distance Mean,Final touch_distance Std,Final touch_distance Max,Final touch_distance Min,success Mean,success Std,success Max,success Min,Final success Mean,Final success Std,Final success Max,Final success Min,image_dist Mean,image_dist Std,image_dist Max,image_dist Min,Final image_dist Mean,Final image_dist Std,Final image_dist Max,Final image_dist Min,image_success Mean,image_success Std,image_success Max,image_success Min,Final image_success Mean,Final image_success Std,Final image_success Max,Final image_success Min,vae_dist Mean,vae_dist Std,vae_dist Max,vae_dist Min,Final vae_dist Mean,Final vae_dist Std,Final vae_dist Max,Final vae_dist Min,AverageReturn,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
24.962,25.006054,0.053529277,0.0015160707,0.00209277,0.0078103896,-0.0045769922,0.0066433162,0.0019061338,0.013823409,0.0026513825,-4.274244,2.5843277,0.0042932997,-10.190739,24.962,26.187052,103.91284,3.858672e-08,25.006056,26.214373,104.00521,5.0164954e-07,-0.0016791392,0.0020993224,0.0036044088,-0.008912764,-4.0416646,1.5576586,-1.6271005,-7.834173,-404.16647,129.51321,-260.79498,-667.4227,-0.08545393,0.019434666,-0.060425535,-0.11336647,10,-4.801141101192269,2.2155217396412734,-0.8331742277975241,-11.43811617813418,-480.1141101192269,128.5571819255408,-251.9201549593096,-685.1475521162482,-0.029078784028453104,0.3602613361554309,1.0,-1.0,0.12786850715589482,0.03562178591759869,0.1889747981501551,0.05767411686779252,0.15001703652147994,0.031819584021801045,0.1889747981501551,0.09722297732898297,0.11108777302553846,0.04991551389143348,0.19695417864012826,0.013267277792779789,0.11108770747109752,0.04991563740792587,0.19695417864012826,0.013268696444796701,0.12479238747199389,0.015276808502465784,0.14581756479036737,0.10505962974910063,0.145816980950205,3.9532808287935817e-07,0.14581756479036737,0.14581633644079092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.86533113740155,3.0974812490569734,22.157260451055006,9.153158758776133,19.7744235355391,2.410600023501658,22.045116089655373,13.06396530699939,-0.9827272727272728,0.130285763478936,0.0,-1.0,-1.0,0.0,-1.0,-1.0,4.0416646,1.5576586,7.834173,1.6271005,5.0185018,1.3433816,7.719581,3.3846347,-404.16647,4,4000,40,0.014395359088666737,0.02097718499135226,3.7892117159208283,3.8245842600008473,37.03773011174053,3
17.25824,17.209358,0.38874903,-0.2755418,0.04542085,-0.21983601,-0.44092965,-0.28276706,0.04290522,-0.23704444,-0.43705496,-3.752661,2.2872546,0.00066310534,-12.29717,17.25824,20.582249,141.28665,0.0056375917,17.209356,20.572147,141.7766,0.007847586,-0.08636506,0.02232129,-0.053121533,-0.14519462,-3.285179,0.8406818,-1.3808074,-4.5533533,-328.51788,83.69708,-200.7685,-443.03967,-0.494897,0.69070953,1.0,-1.0,10,-2.6943595108362777,1.1511501400051298,-0.7705139530514786,-5.425709861615531,-269.4359510836278,113.94456022542367,-89.40406594902899,-507.70602809076945,-0.12391898940569768,0.7971636064261077,1.0,-1.0,0.11133362622041104,0.026370828916627658,0.1469380295755471,0.0591465307925937,0.1121422684603373,0.025532613082981315,0.14268289700302525,0.06240840553577719,0.13063717773091682,0.04764446237546518,0.1926041789437703,0.030604710465824747,0.1306371552322277,0.04764424792659182,0.19260338525659365,0.030606315149543675,0.11251366144526269,0.005608337581784892,0.1281260613176181,0.10495861965516501,0.11320503091346373,0.004174038870723314,0.11887827763457143,0.10710261284542857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.20843472513404,1.6374732580337872,18.67277664050955,10.46930446708882,14.893370719398407,1.9044723936267918,17.44466508332221,10.758040723816851,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,3.285179,0.8406818,4.5533533,1.3808074,3.357363,0.8187291,4.4489384,1.9872404,-328.51788,4004,5000,50,12.417962787207216,4.087264884030446,4.674786742543802,21.180014413781464,58.31396712549031,4
2.4326518,2.5897064,21.087132,-23.356003,15.294667,-3.0282974,-69.41752,-23.385895,15.395209,-3.026676,-71.54966,-22.747658,15.197929,-2.5464628,-68.17633,2.4326515,5.361166,39.542446,0.00018452878,2.5897064,5.571288,31.562256,1.0608346e-08,-0.30240995,0.92590094,1.0,-1.0,-2.737927,1.3741746,-0.2743999,-5.677703,-273.79272,133.47495,-38.278954,-532.4049,0.043995198,0.38115352,1.0,-0.99917907,10,-2.3671188152508296,0.7614009910651853,-0.9201887904650692,-4.330365029371012,-236.7118815250829,71.90554147420701,-106.80708445308781,-383.788031085376,-0.19772815691627427,0.6595086769535426,1.0,-1.0,0.05268853806210656,0.015543436477293745,0.15108066492068914,0.029986039148242143,0.05691706306879172,0.013774347799959846,0.07880553276514483,0.03829860397441582,0.11839400266823531,0.04963079285295584,0.20781368142206158,0.0327876790045877,0.11899333767915256,0.04942481129440177,0.20781368142206158,0.04696888653150886,0.07220426935997255,0.010189406079414614,0.10567754361431334,0.056335125630618224,0.07314040767007338,0.007530435868153242,0.08876157499956798,0.06370975571040603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.8489342607732,2.819069336669159,20.65540266762631,7.729613709919478,16.557492931597782,2.5763377724049734,19.603422246719077,12.519553641229576,-0.9918181818181818,0.09008260671771133,0.0,-1.0,-1.0,0.0,-1.0,-1.0,2.737927,1.3741746,5.677703,0.27439994,2.761718,1.3987014,5.528684,0.37502125,-273.79272,8004,6000,60,11.833777211955748,4.183326545986347,4.493866073898971,20.510969831841066,78.68103044840973,5
1.5458801,1.6224874,27.345196,-29.295029,17.305838,-3.7031083,-71.90904,-29.266941,17.311705,-3.7437913,-72.28023,-28.78467,17.371607,-3.4007022,-71.72446,1.5458802,3.6691604,37.84828,0.00038925768,1.6224873,3.7762985,39.356735,0.00029180205,0.25756624,0.75131565,1.0,-1.0,-2.4350915,1.4100282,-0.2784974,-6.1989226,-243.50917,135.9556,-52.379177,-482.53244,0.035395794,0.25287572,0.9999994,-0.9709701,10,-2.276481081918458,1.2272647061004407,-0.6669093448593643,-7.93836303497536,-227.6481081918458,111.85106187480804,-81.15105586712444,-433.33454996459477,0.04274296110238084,0.3875130291017726,1.0,-1.0,0.04063136502054788,0.012515083980714069,0.14014651012983648,0.027903106200078884,0.043831069533451866,0.009014478874236183,0.06787126337015961,0.03588541614696221,0.1202449005828197,0.04965349646297337,0.20913965766707165,0.018492462165007183,0.12100033056911386,0.0505144241692963,0.20913960646524654,0.02750534670598975,0.06517723885666049,0.006719183654775578,0.1054319350296533,0.05641269912102338,0.06642808605730387,0.0032715606203267238,0.0726933684729397,0.06077460052916074,0.014545454545454545,0.11972420096839512,1.0,0.0,0.0,0.0,0.0,0.0,12.613004051841571,2.2660439192266404,17.389375730951002,5.3090102804224895,12.928722859419741,2.348882646480384,17.253611359933632,9.024876551536474,-0.899090909090909,0.301208310444768,0.0,-1.0,-0.9090909090909091,0.28747978728803447,0.0,-1.0,2.4350915,1.4100282,6.1989226,0.2784974,2.3333514,1.3024095,4.80152,0.44900098,-243.50917,12004,7000,70,11.90591866883915,4.039511388982646,4.309559266199358,20.254989324021153,99.04513179825153,6
2.4803443,2.5474367,33.774883,-36.07168,21.812124,-3.2385294,-98.41077,-35.927082,21.803152,-3.3051972,-96.88569,-36.592087,22.283724,-3.410186,-99.845825,2.4803443,6.3105955,58.460556,3.628143e-05,2.5474367,5.7926693,53.11753,4.298523e-06,0.11009156,0.7429434,0.99999994,-0.9999999,-2.2397652,0.9449701,-0.36139593,-5.5965104,-223.97652,87.81787,-75.30626,-414.00824,0.024468707,0.21671408,0.999949,-0.98593926,10,-2.0817026841414963,1.1798168782255576,-0.8233622822271431,-6.21264020424257,-208.17026841414963,104.82850841497066,-124.85325871282932,-492.8694382100564,0.033801441553459176,0.37127852387493687,1.0,-1.0,0.04272620924061459,0.012533441318789735,0.14865680896564434,0.02741090318862661,0.043229077482265336,0.007668045535685729,0.0610736933543747,0.035423788002841856,0.10945697219584942,0.044467080785341444,0.19941873521708312,0.011748783931412564,0.11205852098767094,0.042497111297509736,0.1869664210284703,0.05798919687589564,0.0674906237935747,0.009019017142323813,0.10587493466786287,0.05631459804215856,0.06902623443289033,0.0062016551118851265,0.08538501008845832,0.061730219802312844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.432029761077283,1.3046362664015478,16.208376378318174,9.626887088633637,12.236410853759217,1.5160588319154045,14.605545285779764,10.062746626319937,-0.9890909090909091,0.1038753225969869,0.0,-1.0,-1.0,0.0,-1.0,-1.0,2.2397652,0.94497013,5.5965104,0.36139593,2.213122,0.83997214,4.136962,0.77394825,-223.97652,16004,8000,80,11.973943308927119,4.1489008739590645,4.496617639786564,20.619461822672747,119.79791672993451,7
3.5055385,3.457005,41.95288,-45.421413,30.103296,-3.4356167,-134.30798,-45.451218,30.19076,-3.4531112,-134.22401,-45.200188,30.29215,-3.4782753,-132.54665,3.5055382,9.310145,68.21743,1.6763803e-05,3.4570048,9.248723,67.432526,4.912159e-06,0.017470678,0.75208527,1.0,-1.0,-1.9297174,1.368903,-0.1076587,-5.688278,-192.97174,131.97902,-90.93391,-555.5217,0.02353234,0.25089842,0.9999998,-0.99977124,10,-2.1531975230608498,1.157369024923409,-0.42727399225054297,-8.008157122617531,-215.31975230608495,90.46019344118069,-82.64599486450886,-419.89040137929567,0.03473112822310876,0.403699740481462,1.0,-1.0,0.047209653017112004,0.014237178239638625,0.1564985824184225,0.02772881881853264,0.0459642940253306,0.008791681081022962,0.07189803312848583,0.0374988182784154,0.14289036173564698,0.04727590406385053,0.21638074646407493,0.05376382325508408,0.14460553586937672,0.04624223333049396,0.19433693677123803,0.05377200791973517,0.06743301353103608,0.010452214158261839,0.1090033220712348,0.056326681186514196,0.06753352634998326,0.006813392428148364,0.08264665785762408,0.06029408174750433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.898901308569611,2.768336671698386,19.920742996632182,9.115561220404222,12.797134451130763,2.8615833617124826,19.83006001697465,9.1937067889583,-0.9145454545454546,0.2795569103343762,0.0,-1.0,-0.9090909090909091,0.28747978728803447,0.0,-1.0,1.9297174,1.368903,5.688278,0.10765869,1.9038044,1.3615675,5.617752,0.86314446,-192.97174,20004,9000,90,11.922830859199166,4.281993218930438,4.625957040232606,20.83078111836221,140.4971705301432,8
5.187619,4.5737343,44.97819,-47.511894,33.938152,-3.8477373,-144.49551,-47.49538,33.75244,-3.7869866,-143.30888,-47.545326,33.65523,-3.9556875,-140.79645,5.1876187,11.898623,80.822014,0.00040322915,4.5737343,11.919543,97.48858,2.209397e-05,0.05305565,0.7213566,1.0,-1.0,-2.8505762,1.5972818,-0.57069004,-6.393512,-285.05765,150.2499,-89.85394,-608.6124,0.043035325,0.66746813,1.0,-1.0,10,-2.1596792193545085,1.465413519244546,-0.32445245477700557,-8.023383808199446,-215.96792193545085,102.90157191937682,-100.3229075962092,-402.75349981621304,0.04322374136440853,0.43109390268861253,1.0,-1.0,0.04479201550859419,0.015430375258928274,0.15977480414892287,0.027534474965138087,0.04869286457924285,0.01211930681471819,0.07512637441389629,0.035152616925711144,0.12656420843243077,0.04896904194660549,0.20957022122643404,0.033942489632117434,0.12709739958508337,0.05035207240311299,0.20957003663999257,0.033942493231894265,0.078083323479505,0.017678412526558045,0.14388981372721044,0.056589201994259555,0.0851888113523749,0.021547019692370037,0.14388981372721044,0.06535236606132763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.918062171354698,2.6861478122825466,20.171417267676,7.5449930692628815,14.392549759788947,2.513887789905075,19.292363223279484,10.029172365992604,-0.9245454545454546,0.26412337462783064,0.0,-1.0,-1.0,0.0,-1.0,-1.0,2.8505762,1.5972819,6.393512,0.57069004,3.0682147,1.7025322,6.366959,0.7912023,-285.05765,24004,10000,100,11.826538837980479,4.150494836969301,4.4128444496309385,20.38987812458072,160.8733196926769,9
4.531693,4.8991556,50.93972,-53.499023,33.353058,-4.6880717,-154.5135,-53.583565,33.508953,-4.4809246,-157.27783,-53.324238,33.218597,-4.5446377,-155.87875,4.5316935,9.080917,65.693245,0.00011141367,4.8991556,10.348896,77.40051,3.0321713e-05,0.03501677,0.76155275,1.0,-1.0,-2.508418,1.2941824,-0.7040007,-6.2422338,-250.84181,102.11997,-99.66576,-391.8804,0.029715247,0.56063014,1.0,-0.99998283,10,-1.8178101350937652,0.7448839300185766,-0.6585883037732952,-5.628754418670676,-181.7810135093765,63.28148516590686,-115.70465773315512,-296.58930944420985,0.05110315643923461,0.42226407983499875,1.0,-1.0,0.043110096926274,0.014306516367070048,0.14960126563598708,0.028180006263891597,0.044007641291941055,0.007103692435790362,0.06275264186386703,0.03832607977372428,0.11228501763508376,0.05133952215832999,0.2259616535225538,0.05060386017315517,0.1138301433762055,0.051545893593221814,0.2259616535225538,0.058751711061853944,0.07090148550660129,0.01013510525342315,0.10672637732103349,0.056284160787388376,0.07408742709309045,0.010044961367152183,0.09638300168245333,0.06358397256304266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.036964897880425,1.6530349924612393,17.14055964905057,7.451361187379824,12.879576429966397,1.9506283846753147,16.047272534179633,8.375644374322556,-0.9572727272727273,0.2022415706341354,0.0,-1.0,-0.9090909090909091,0.28747978728803447,0.0,-1.0,2.508418,1.2941824,6.2422338,0.7040007,2.3845475,1.1742747,4.519269,0.8345029,-250.84181,28004,11000,110,11.812477467115968,4.136908740038052,4.601182464510202,20.550568671664223,181.45040661923122,10
6.0918484,6.160084,64.01002,-66.3937,47.53714,-5.10357,-205.86707,-66.30968,47.144886,-5.179604,-203.89987,-66.60476,47.420715,-5.216065,-208.73828,6.0918484,18.939203,185.25455,8.5045845e-05,6.1600842,18.28147,151.27094,1.8450024e-05,0.09549157,0.7978237,1.0,-1.0,-2.5695405,1.2534652,-0.7123802,-5.2756877,-256.95407,120.32981,-98.954285,-461.52472,0.0050018555,0.37910542,1.0,-0.9999988,10,-1.916167171138224,1.3347782216817616,-0.14756659566885,-7.12642749611426,-191.6167171138224,116.19441334206296,-42.44664393026224,-488.52308242014243,0.04365405163367272,0.4479882632878324,1.0,-1.0,0.0512082645844112,0.020001940712476785,0.15228567354763195,0.028055273345669072,0.05307210528583543,0.018619835146790158,0.10567541225446453,0.03695691055088748,0.11894403860379384,0.06350999280877605,0.20109409447299373,0.005105300491650814,0.11982025533314994,0.06421429857798626,0.20097688036003566,0.01976798014064003,0.07640348355823853,0.01673773338646237,0.13182893582589467,0.05668415958402168,0.08045000118928052,0.018023183638156665,0.13182893582589467,0.06386958783106368,0.08727272727272728,0.2822342969008328,1.0,0.0,0.09090909090909091,0.28747978728803447,1.0,0.0,12.980988942764217,2.7962048302699394,20.86377079890522,5.475092670808484,13.031147196110187,3.278398962597165,19.911197701931776,6.210202318863284,-0.9036363636363637,0.2950892847095828,0.0,-1.0,-0.9090909090909091,0.28747978728803447,0.0,-1.0,2.5695405,1.2534652,5.275688,0.7123802,2.6620195,1.376058,5.1908064,0.7898592,-256.95407,32004,12000,120,11.793048163526691,4.163508265977725,4.4138246981892735,20.37038112769369,201.76823762408458,11
13.66337,12.287853,61.577713,-64.08875,41.449398,-6.1588507,-186.53511,-64.3625,41.56652,-6.074456,-187.39943,-63.451107,41.550343,-5.8425565,-187.70558,13.663371,113.5252,1291.0216,4.693889e-05,12.287856,98.00613,1114.2524,0.00038565346,0.041723173,0.81537044,1.0,-1.0,-2.0101757,0.86486065,-0.27080637,-5.5951166,-201.0176,67.34209,-97.1753,-334.13675,0.02809159,0.3360314,1.0,-0.9999887,10,-1.7800808533350587,1.0232665083501384,-0.4257396365038712,-5.6230616068644315,-178.0080853335059,93.37180661348329,-54.62926661881434,-376.543338557547,0.01948572318788019,0.468060700473742,1.0,-1.0,0.04628954129709524,0.011789338194235957,0.13173144701309292,0.027232658074018846,0.048992142297753886,0.008383091098725917,0.06616639666691917,0.03560901747994625,0.12175927365235772,0.0374663490376419,0.18045725506219504,0.044268013281868475,0.1225896234004836,0.03809859909723114,0.18045725506219504,0.05141638688361751,0.0769705362986179,0.018301293796630543,0.11923978566372738,0.05707890247740774,0.08137680425168681,0.01871004783894763,0.11180706096787894,0.06230477700243901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.66965580226167,1.7460861459500392,20.618652041183157,8.651940287705544,13.648482639084223,1.7994331837563244,16.179455458425675,10.375905902557678,-0.9954545454545455,0.06726658448613064,0.0,-1.0,-1.0,0.0,-1.0,-1.0,2.0101757,0.86486065,5.5951166,0.27080637,1.9190098,0.8228201,3.4053426,0.7345417,-201.0176,36004,13000,130,12.061422808794305,4.111066003097221,4.653207749128342,20.825696561019868,222.64545144990552,12
