QF1 Loss,QF2 Loss,Policy Loss,Q1 Predictions Mean,Q1 Predictions Std,Q1 Predictions Max,Q1 Predictions Min,Q2 Predictions Mean,Q2 Predictions Std,Q2 Predictions Max,Q2 Predictions Min,Q Targets Mean,Q Targets Std,Q Targets Max,Q Targets Min,Bellman Errors 1 Mean,Bellman Errors 1 Std,Bellman Errors 1 Max,Bellman Errors 1 Min,Bellman Errors 2 Mean,Bellman Errors 2 Std,Bellman Errors 2 Max,Bellman Errors 2 Min,Policy Action Mean,Policy Action Std,Policy Action Max,Policy Action Min,Test Rewards Mean,Test Rewards Std,Test Rewards Max,Test Rewards Min,Test Returns Mean,Test Returns Std,Test Returns Max,Test Returns Min,Test Actions Mean,Test Actions Std,Test Actions Max,Test Actions Min,Num Paths,Exploration Rewards Mean,Exploration Rewards Std,Exploration Rewards Max,Exploration Rewards Min,Exploration Returns Mean,Exploration Returns Std,Exploration Returns Max,Exploration Returns Min,Exploration Actions Mean,Exploration Actions Std,Exploration Actions Max,Exploration Actions Min,hand_distance Mean,hand_distance Std,hand_distance Max,hand_distance Min,Final hand_distance Mean,Final hand_distance Std,Final hand_distance Max,Final hand_distance Min,puck_distance Mean,puck_distance Std,puck_distance Max,puck_distance Min,Final puck_distance Mean,Final puck_distance Std,Final puck_distance Max,Final puck_distance Min,touch_distance Mean,touch_distance Std,touch_distance Max,touch_distance Min,Final touch_distance Mean,Final touch_distance Std,Final touch_distance Max,Final touch_distance Min,success Mean,success Std,success Max,success Min,Final success Mean,Final success Std,Final success Max,Final success Min,image_dist Mean,image_dist Std,image_dist Max,image_dist Min,Final image_dist Mean,Final image_dist Std,Final image_dist Max,Final image_dist Min,image_success Mean,image_success Std,image_success Max,image_success Min,Final image_success Mean,Final image_success Std,Final image_success Max,Final image_success Min,vae_mdist Mean,vae_mdist Std,vae_mdist Max,vae_mdist Min,Final vae_mdist Mean,Final vae_mdist Std,Final vae_mdist Max,Final vae_mdist Min,vae_success Mean,vae_success Std,vae_success Max,vae_success Min,Final vae_success Mean,Final vae_success Std,Final vae_success Max,Final vae_success Min,vae_dist Mean,vae_dist Std,vae_dist Max,vae_dist Min,Final vae_dist Mean,Final vae_dist Std,Final vae_dist Max,Final vae_dist Min,AverageReturn,Number of train steps total,Number of env steps total,Number of rollouts total,Train Time (s),(Previous) Eval Time (s),Sample Time (s),Epoch Time (s),Total Train Time (s),Epoch
20.260988,20.26494,0.01975368,-0.0021037378,0.0010808412,-0.0006133088,-0.006315187,-0.0016053512,0.0011929823,0.0008274051,-0.004774758,-3.9529362,2.157266,-0.0020941684,-9.380048,20.260986,19.01203,87.87305,3.1877076e-10,20.264942,19.013891,87.934616,9.863623e-09,-0.0007603883,0.001298273,0.003742798,-0.0044954983,-3.2834139061674215,0.8582574131155701,-1.8956214061510475,-5.413547512721453,-328.3413906167421,85.23799819205895,-195.03247055094357,-500.6003312689861,-0.0033679844,0.020814346,0.022728924,-0.031305593,10,-5.494015818546921,1.808571114614815,-2.7968829634017074,-10.41896878033583,-549.401581854692,121.91573882640384,-398.004626141555,-811.7279670988958,-0.02724779132501078,0.38267529243444925,1.0,-1.0,0.11339932280866796,0.017970907871643845,0.14841757284089946,0.07438782928612,0.11878088187402605,0.016981356796389707,0.14405873381973183,0.09716732538879726,0.14594539442808618,0.05138228286240252,0.22010061451587976,0.06374203806509536,0.14594540948532458,0.05138239169183639,0.22009953644012928,0.06374203806509536,0.107796605715415,0.00222476041488723,0.11451570324188064,0.10498429374734174,0.11264043542901447,0.0009524732608308654,0.11451570324188064,0.11138527636001774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.007678339859392,1.965170510961747,19.633976310450297,12.71104107330487,16.884705875248933,2.12538699474946,19.633976310450297,13.986495381492704,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,5729.471160216956,2931.6314507618745,14568.34820581081,1793.2674785540485,5479.823857882145,2859.195281091995,11327.85611720318,1864.0743826787743,0.0,0.0,0,0,0.0,0.0,0,0,3.2834139061674215,0.85825741311557,5.413547512721453,1.8956214061510475,3.204116268769194,0.8638064898107172,4.768069320789624,1.9337612264295099,-328.3413906167421,4,4000,40,0.022372135914338287,0.04156041999522131,13.128797592988121,13.192730148897681,137.14221363070828,3
19.67222,19.696857,0.17585294,-0.11808695,0.039277535,-0.061549764,-0.21541329,-0.11333029,0.03807952,-0.05542248,-0.21370104,-3.8767786,2.364748,-0.0017198818,-9.203489,19.672222,19.770813,81.53387,0.00017110592,19.696857,19.766315,81.71817,6.4185883e-07,-0.0045560068,0.030889653,0.043046944,-0.057622712,-3.056621899241278,0.8674522911627703,-1.3358573186582041,-4.710083233341211,-305.66218992412786,85.22359743869559,-139.52368232744013,-458.4752547203819,-0.022562489,0.70920193,1.0,-1.0,10,-3.317162784384049,0.5717693807908095,-2.441828715655876,-4.919080181685067,-331.71627843840486,54.87934742212418,-255.4915009890301,-403.10001868552825,-0.05450204917524482,0.6204930075917162,1.0,-1.0,0.07466104782084058,0.034788698495588695,0.16735067684294402,0.03141874688413712,0.07324068876802035,0.03427922001392345,0.15684879780905922,0.04089399320889681,0.10199394154167825,0.05032920799532516,0.19498799776111492,0.03019274241246257,0.10219830124716191,0.05077544979666143,0.19498799776111492,0.030194888791221598,0.08751748301427016,0.022992701509929225,0.14571514450486706,0.05812617760757763,0.08635630151331934,0.021661036469336557,0.13368775021302323,0.062151727193567326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4584352812028,3.164795275082682,22.379015408235922,8.116522608490229,17.42115412783042,3.2625399425625563,22.13229142501168,12.773714480230602,-0.9990909090909091,0.030137426280455955,0.0,-1.0,-1.0,0.0,-1.0,-1.0,4993.7339882103115,2583.589571773434,11032.858204496708,883.49271016709,5083.358178984848,2592.0564112292514,10309.753432056787,940.317686919874,0.0,0.0,0,0,0.0,0.0,0,0,3.056621899241278,0.8674522911627705,4.710083233341211,1.3358573186582041,3.083627466908587,0.8742073261018009,4.5700651630997235,1.3781031528827021,-305.66218992412786,4004,5000,50,27.735113109010854,16.04581637099909,14.306898449198343,58.08782792920829,194.3332712479023,4
0.54100823,0.45316577,21.369051,-23.539268,16.203012,-0.3639058,-70.67771,-23.679375,16.315289,-0.31481987,-71.04783,-23.538597,16.179832,-0.29508498,-70.254326,0.5410082,0.9382414,5.629469,1.3271929e-06,0.4531658,0.76698256,4.9421086,1.016132e-06,0.10494859,0.8901013,1.0,-1.0,-3.2560946771370776,0.9732845177091402,-1.781323835508495,-6.062468609204845,-325.6094677137078,93.19799723141922,-182.82470771492436,-524.5396534310577,-0.041057974,0.74674726,1.0,-1.0,10,-3.591837360827545,0.6911528333301612,-1.8225751396559906,-5.587833141989049,-359.1837360827544,63.71402811900487,-263.3922368212671,-457.238781585903,0.0015090908032765302,0.6617149165300137,1.0,-1.0,0.09348104574264199,0.042540461752651394,0.18775273303673995,0.028730259583808697,0.09516863145091993,0.04201077834630949,0.18775273303673995,0.04338442115773995,0.1254456691145667,0.055167495367720296,0.19688800771171366,0.009053744139635663,0.12623610795299267,0.05631295480188522,0.19688800771171366,0.009061132862174316,0.1185022503567454,0.041228771403640854,0.2042070242266347,0.05644665565959639,0.12043286621735985,0.03954768949750605,0.18126155398883284,0.0646081733586052,0.0018181818181818182,0.04260136186858175,1.0,0.0,0.0,0.0,0.0,0.0,18.241429466070713,4.029734936987481,24.544797607251326,8.06980407402537,18.365062558685324,4.525688747837004,24.533500701500213,8.699229042190407,-0.9718181818181818,0.165492003751798,0.0,-1.0,-0.9090909090909091,0.28747978728803447,0.0,-1.0,5691.897967699995,3453.303781703484,17969.362728244043,1569.599455181581,5937.870695973316,3943.8209890971343,16085.598856329996,1569.599455181581,0.0,0.0,0,0,0.0,0.0,0,0,3.2560946771370776,0.9732845177091402,6.062468609204845,1.7813238355084948,3.3048641376833747,1.0589395863555597,5.71961777086051,1.7813238355084948,-325.6094677137078,8004,6000,60,26.44737405795604,15.139332942999317,14.027656954014674,55.61436395497003,252.07526460387453,5
1.7887657,1.314217,34.983635,-37.279278,25.289722,-1.1903465,-120.6102,-36.877304,24.977976,-1.2521217,-119.64049,-36.685547,24.94668,-0.9262854,-116.287025,1.7887655,3.744974,27.726847,0.00014156337,1.314217,2.7861671,18.008617,1.8030405e-06,-0.049809117,0.9119575,1.0,-1.0,-3.6700355831527145,1.2142781326144982,-1.259198084504865,-7.118179550740495,-367.0035583152715,118.67671656254946,-153.31719345904597,-647.497312047249,0.027347352,0.6470841,1.0,-1.0,10,-3.4075886877561428,0.7743543759990331,-2.5886858776645814,-6.23486179484331,-340.75886877561425,72.84761489281352,-265.6347747407165,-489.193934190134,-0.04420648809216481,0.6263714849235825,1.0,-1.0,0.09642344720458242,0.032881582143446005,0.16720217200878265,0.03615642278959976,0.09681425979641654,0.03241906208637757,0.16558169010770613,0.05130280697943456,0.11618542356307983,0.0551353645304148,0.2014068013346546,0.03911103168718896,0.11759207804103959,0.055983082900445555,0.20140620719766822,0.03911103168718896,0.11751493134596738,0.051826137943773574,0.23828714526335099,0.05740830417547141,0.11933539522535506,0.05244253501772916,0.23808798358613154,0.06377021179383814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.014360590945547,4.16525375540802,27.74422835192072,9.842709154037063,20.347388504742753,4.347708467210096,27.359639070310674,14.292490829720586,-0.9990909090909091,0.030137426280455955,0.0,-1.0,-1.0,0.0,-1.0,-1.0,7367.761678366567,4952.176370207132,24679.422918678632,774.8402172318407,7085.776907860467,4755.781783107681,20141.422847621125,774.8402172318407,0.0,0.0,0,0,0.0,0.0,0,0,3.670035583152715,1.2142781326144982,7.1181795507404955,1.259198084504865,3.591020531550838,1.2059061020991906,6.380114477459669,1.259198084504865,-367.0035583152715,12004,7000,70,28.861327428152435,17.28398825899785,13.89299074291921,60.0383064300695,312.5117471449339,6
3.0709443,3.563336,50.838684,-53.535854,37.557835,-1.0376915,-156.74173,-53.593613,37.625217,-1.0004143,-157.65868,-53.38806,37.63794,-1.2775892,-156.84882,3.0709443,7.2133822,41.41705,2.7307506e-05,3.563336,11.2372,71.011406,6.265509e-05,0.06306675,0.8646601,1.0,-1.0,-3.742655608284917,1.3692622052515873,-1.7079582542113652,-6.597201548018288,-374.2655608284917,117.47761228802152,-189.59917504200635,-529.7203815806606,-0.011391747,0.73255926,1.0,-1.0,10,-3.0338125377341565,0.8345881454991982,-1.547973515612846,-5.591574879595478,-303.38125377341555,80.02085587996983,-186.10826265278766,-472.472526404113,0.032756806533360064,0.6031359626453106,1.0,-1.0,0.08356531675650374,0.028989014073507364,0.15062282602373298,0.02988386717820529,0.08771380647987079,0.026170326073376417,0.14511629907985643,0.0509708397979717,0.12758401009366946,0.06761710260142888,0.3042187595413536,0.03901581296860164,0.12452599866545429,0.07008084920831123,0.30421825114238416,0.03901739803150567,0.10410544711805449,0.04983097547688802,0.2634593246565329,0.057022306093214466,0.10665678592868882,0.04964087704476002,0.25361334823148435,0.07606532140356378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.40992003177771,3.5860030428525453,26.273460031706477,10.831752346708399,19.629320508418377,3.4730387631715094,24.264981499722047,14.736003661833442,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,7828.254012820734,4892.517765444939,21276.12943720934,1441.2320701007175,6681.77904343784,4522.098686106579,14920.15620209469,1520.6747958477072,0.0,0.0,0,0,0.0,0.0,0,0,3.742655608284917,1.3692622052515873,6.597201548018288,1.7079582542113654,3.4322125208427376,1.3331244652546281,5.509655371176541,1.7523309918679941,-374.2655608284917,16004,8000,80,26.851993909847806,17.66430649800168,14.139457807039435,58.65575821488892,370.4218578618311,7
3.1391788,2.8619158,59.635784,-61.616104,45.821457,-1.731199,-154.89053,-61.637268,45.749657,-1.9709809,-154.65237,-61.082474,45.645977,-1.803064,-153.57962,3.1391785,6.154247,35.942345,2.5721532e-05,2.8619158,4.9550457,25.493284,1.0145959e-07,0.21138094,0.83529794,1.0,-1.0,-3.54990044393179,0.8562317439815899,-2.115289532271285,-6.912970852380041,-354.99004439317906,75.91683870249966,-219.54620963125305,-463.0130117491653,-0.046025675,0.7520753,1.0,-1.0,10,-3.352109215052489,0.7569198211048521,-1.6590840959289506,-6.625563951360491,-335.210921505249,51.94589884566346,-274.77294277397783,-422.4164126599577,0.04348511581587945,0.5819065534264554,1.0,-1.0,0.10319501018235844,0.04381065266052893,0.171262062204149,0.030134689433298296,0.10685012561140796,0.03868240104301147,0.1618712934989353,0.04126685058328396,0.10918368990013427,0.05913150725952965,0.2155426144852348,0.014439352900798485,0.10806972726603213,0.06052057764619004,0.17986299615984186,0.014439352900798485,0.10645776736140708,0.027624839620889644,0.14596782307748385,0.05770264498626038,0.11279843619244369,0.0229994617876252,0.1374263140328736,0.07344159908477632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.379448212789868,3.1609053674347485,24.547163057029717,9.949999565300542,18.740169102810412,2.7020991909966576,22.542558324066178,14.819331286431545,-0.9981818181818182,0.04260136186858175,0.0,-1.0,-1.0,0.0,-1.0,-1.0,6598.208706392757,3093.8794085195204,23579.136947770367,2222.114075305022,6061.100962288581,2389.92276911545,10073.629466272307,2222.114075305022,0.0,0.0,0,0,0.0,0.0,0,0,3.5499004439317905,0.8562317439815899,6.912970852380041,2.1152895322712846,3.4229134088086948,0.7173886977499289,4.493285572177216,2.1152895322712846,-354.99004439317906,20004,9000,90,25.651662809243135,16.915013377001742,13.455369655013783,56.02204584125866,428.25626485409157,8
3.0234294,3.12703,68.827484,-70.20119,51.87076,-2.186432,-190.60626,-70.08014,51.68681,-2.224605,-188.41257,-70.50756,51.806778,-2.2234547,-190.87471,3.0234294,6.1987796,44.186913,9.35985e-06,3.12703,6.730775,59.13285,1.3233503e-06,0.09521971,0.8485901,1.0,-1.0,-3.9100941595113845,1.2098286813425616,-1.4423714089996906,-7.036252471502854,-391.0094159511384,110.83362438349725,-180.2811685012149,-616.8582957012301,-0.051749676,0.6928806,1.0,-1.0,10,-2.9728841004314925,0.9916003786146308,-1.6509313998470612,-7.276780785823231,-297.2884100431492,81.8245567391278,-177.09386753365223,-415.55220879581765,-0.078933407602866,0.6619562659356942,1.0,-1.0,0.07499986929036136,0.03492084849986388,0.16205388166950707,0.03023638106681662,0.07574796502856845,0.03044576902873722,0.15342100427009422,0.04440984551053704,0.1164321585543941,0.07371981863985436,0.25944730347370915,0.029686829611819777,0.11745510248732373,0.07537339847618896,0.25944730347370915,0.029687266414461726,0.08912212231988287,0.02639099027723529,0.14596410510458424,0.05768265822796922,0.08951292260420775,0.0230921740720634,0.1379627436709544,0.06523787671917661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.186079197710413,3.0135168254491997,23.15468602278021,7.935713444058153,16.46483732022132,3.2078726435973075,21.86360536424083,9.441897840622755,-0.98,0.13999999999999999,0.0,-1.0,-0.9090909090909091,0.28747978728803447,0.0,-1.0,8244.592423679158,4806.510213867262,23970.875867548508,1029.278198641588,7469.513963327492,4266.363986501547,16620.014966151088,1334.2176641036524,0.0,0.0,0,0,0.0,0.0,0,0,3.9100941595113845,1.2098286813425616,7.036252471502854,1.4423714089996906,3.7218194839370597,1.146651876612566,5.808226364812125,1.6406984659173744,-391.0094159511384,24004,10000,100,23.847739288983576,18.727558801001578,13.08714751304069,55.662445603025844,482.44796044511895,9
3.309276,3.7770662,83.71215,-85.302,62.336433,-4.133113,-241.06505,-85.01428,62.297882,-3.267408,-240.2871,-85.03357,62.37874,-4.513036,-239.45747,3.3092759,6.9060555,49.748703,5.0852585e-05,3.7770662,7.376743,51.700085,4.4718166e-05,0.16375485,0.84058183,1.0,-1.0,-3.792839042603904,1.2029881625034784,-1.249766447664081,-6.557736195114838,-379.2839042603904,110.08009855464265,-151.10978623395314,-588.1600954969198,-0.12245191,0.71259475,1.0,-1.0,10,-3.4566505626241186,1.1695585875247871,-1.4027251124485252,-6.927797200310452,-345.6650562624119,104.87120045163094,-170.40272176514685,-553.6910742755186,0.04278573085888068,0.5533565246438016,1.0,-1.0,0.08833666433048953,0.03562897628830157,0.1589404553404049,0.028455844761577954,0.09139213971246236,0.03488350626554099,0.1589404553404049,0.03360940700782223,0.13693193263944833,0.047246158711191207,0.20336703924524807,0.06922763518813119,0.13878526037529204,0.04737630980369557,0.20336644032729098,0.06922876090611808,0.10703706337847997,0.03350313508266007,0.15607953139791372,0.05695664480483065,0.1095560855625106,0.03321566374299,0.15017174474095052,0.061616357942556106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.438416449537232,3.6851134682116324,25.53215882331852,8.941708790483508,17.482671830771515,3.8598519158122175,25.23748546939942,10.832768151347011,-0.9981818181818182,0.04260136186858175,0.0,-1.0,-1.0,0.0,-1.0,-1.0,7825.628347705409,4598.261924282757,21103.285968846634,772.9017182078645,7691.8812723211095,4979.822375580952,20448.694178720718,911.2396648287415,0.0,0.0,0,0,0.0,0.0,0,0,3.792839042603904,1.2029881625034786,6.557736195114838,1.249766447664081,3.7369563688572125,1.2608530978662984,6.45040249378132,1.3572501066199125,-379.2839042603904,28004,11000,110,23.557165923790308,17.276744980998046,12.88251468101953,53.71642558580788,534.9652359199317,10
4.879182,5.27598,89.23335,-90.990875,68.02649,-1.8899002,-273.20865,-90.604,67.76027,-1.295343,-270.32217,-90.360855,68.02524,-1.2265303,-278.36874,4.879181,14.74906,140.5894,4.533249e-07,5.27598,17.71516,172.65036,4.9266964e-07,0.0017592944,0.8609064,1.0,-1.0,-2.9516262912472193,1.5835163955463858,-1.4163623067874278,-8.52406592958836,-295.1626291247219,140.98598877573596,-191.57786042871598,-697.7437087303584,-0.03830984,0.718644,1.0,-1.0,10,-3.2544718845577547,1.1516206321641371,-1.564807130430006,-7.6628719726513745,-325.4471884557754,80.33145030151451,-220.79060179924852,-427.1837722162422,-0.08008217061200748,0.6154047674091658,1.0,-1.0,0.10748148637007791,0.03187307811676472,0.15281394429804593,0.02746801513409249,0.11150316773371204,0.029202647524207533,0.14566603415862728,0.05332678986645135,0.11612797809821855,0.06378193657041381,0.25411128798399407,0.0357089720829604,0.116632237010093,0.0692932545661047,0.2541103909822941,0.03570969350951656,0.11516923075793177,0.03391276782193484,0.19302514345122948,0.05644719042437242,0.12407340896442678,0.03153225668361856,0.19302514345122948,0.08808585408418239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.072602280006883,3.84598688937327,25.90900558782194,6.391686497791004,19.840394094789406,3.268709328008942,25.89383464877589,14.980026173539835,-0.9872727272727273,0.11209500103126076,0.0,-1.0,-1.0,0.0,-1.0,-1.0,5511.060283824764,6731.994629131278,35412.41877838086,972.7635928394706,4182.577084886021,4727.023401347513,18213.273317583727,1240.8398258156458,0.0,0.0,0,0,0.0,0.0,0,0,2.9516262912472193,1.583516395546386,8.524065929588359,1.416362306787428,2.6283273993248986,1.28706277655592,6.166443198689163,1.5776140245266705,-295.1626291247219,32004,12000,120,26.43082182915532,16.065218802003074,13.754773890766955,56.25081452192535,595.1747532148438,11
8.164371,8.163473,95.613815,-97.846375,76.2494,-1.3405808,-285.26773,-97.54997,76.01574,-1.2967744,-286.89542,-97.47803,75.48181,-1.3355399,-286.72638,8.16437,28.796858,312.0315,8.2264305e-06,8.163473,22.948338,200.18475,1.5871055e-06,0.023396526,0.8782173,1.0,-1.0,-3.068584946002909,1.0723501835901648,-1.0150711495851168,-6.838631478783258,-306.8584946002909,89.69626206721615,-211.27657630722481,-548.7502419480927,-0.08832242,0.6226533,1.0,-1.0,10,-3.2113054005803496,1.214649419466289,-1.4396571360541623,-6.918815752187921,-321.1305400580349,98.1066565880107,-184.3065681224007,-543.7280118585339,0.10168546487313435,0.6338949068330484,1.0,-1.0,0.10560854301439879,0.04187279160839267,0.19579629258965617,0.02855748832776696,0.10915944645033114,0.04251381603533714,0.19541205542831264,0.045753819751290156,0.12544806280119347,0.04679847523672184,0.23596563935913273,0.028325233059145218,0.12598700807264251,0.047183618161986025,0.23596563935913273,0.07695767860289186,0.11494435686164776,0.04224196550854249,0.21323124098566382,0.05680231630811408,0.12032441706281297,0.044424361810750906,0.20995391567172514,0.06922732241727894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.806411811364754,4.025675252509809,25.170963297225345,10.474753522685628,20.05569071023377,4.084169776264944,24.9411240596317,13.20265780100282,-1.0,0.0,-1.0,-1.0,-1.0,0.0,-1.0,-1.0,5220.74278569552,4083.7250506264672,22841.676077186225,509.74311559918476,4894.752916085884,3568.4244718386435,14980.819007728567,1439.3145876685935,0.0,0.0,0,0,0.0,0.0,0,0,3.068584946002909,1.0723501835901648,6.838631478783258,1.0150711495851168,2.9906385420365997,0.97998801063772,5.518591920037884,1.704911023157051,-306.8584946002909,36004,13000,130,25.47081337304553,20.01580851700419,13.42715924307413,58.91378113312385,651.680996436975,12
